Original Passage,Translated Passage
"When Mr. Bond , the veterinarian, came to look at the black horse that lay groaning on the grass, he felt him all over, and shook his head; one of his legs was broken.","When Mr. Bond , that veterinarian, come for to look at that black horse lied groaning on that grases, felt him all over, and shaken his head; one of his leg was broke."
Mark heard Steve 's feet going down the ladder. The door of the shop closed after him. He ran to look out the window.,Mark been heard Steve feets going down that ladder. That door of that shop been closed after him. been ran to look out that window.
"Although they ran at about the same speed, Sue beat Sally because she had such a good start.","Although they run at about that same speed, It is Sally because she had such a good start that sue beaten."
This book introduced Shakespeare to Ovid ; it was a major influence on his writing.,This book introduced Shakespeare to Ovid ; em was a major influence on his writing.
Steve follows Fred 's example in everything. He admires him hugely.,Steve does follow Fred example in everything. He admires him hugely.
"Beth didn't get angry with Sally , who had cut her off, because she stopped and apologized.","Beth ain't get angry with Sally , what cut her off, because stopped it and apologized."
"Our mistress hired a room for my crippled sister Nelly , and she gave her knitting and needlework when she was able to do it, and when she was ill she sent her dinners and many nice comfortable things and was like a mother to her.","It is a room for my crippled sister Nelly , and she gave her knitting and needlework when she was able to do it , and when she was ill she sent her dinners and many nice comfortable things and was like a mother to her that our mistress hired ."
"Jackson was greatly influenced by Arnold , though he lived two centuries earlier.","Jackson was greatly influenced by Arnold , though em live two century earlier."
"I sat there feeling rather like a chappie I'd once read about in a book , who murdered another cove and hid the body under the dining-room table , and then had to be the life and soul of a dinner party, with it there all the time.","Sitted there feeling rather like a chappie  might would once read it about in a book me , that which murdered another cove and hided that body under that dining-room table , and then had to be that life and soul of a dinner party, with the thing there all that time."
"Fred covered his eyes with his hands , because the wind was blowing sand around. He opened them when the wind stopped.","Fred did cover hi eye with hi hand , because the winds were blowing sands around. He did open them when the winds stopped."
"If the con artist has succeeded in fooling Sam , he would have lost a lot of money.","If that con artist have succeeded in fooling Sam , it is a lot of money that he might would have lost."
"Ann asked Mary what time the library closes, but she had forgotten.","Ann been asked Mary what time the library close, but she had forgot."
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.","When Tommy dropped her ice cream, Timmy giggled, so it is him a sympathetic look that father given."
"George got free tickets to the play, but he gave them to Eric , because he was not particularly eager to see it.","George gotten free tickets to that play, which given them to Eric , because ain't like particularly eager to see it."
"Emma's mother had died long ago, and her place had been taken by an excellent woman as governess.","Emma mother done die long ago, and her place done be took by an excellent woman as governess."
"There is a pillar between me and the stage , and I can't see around it .","There is a pillar between me and the stage , and so She ain't see around her."
"The sack of potatoes had been placed below the bag of flour , so it had to be moved first.","The sack of potatos been placed below the bag of flour , so had for to be moved first."
"It is not easy to space buttonholes exactly the same distance apart, and it is very difficult to cut them precisely the right size . The tiniest slip of the scissors will make the hole too large, and even one thread uncut will leave it too small.","The thing ain't easy to spaces buttonholes exactly that same distance apart, and the thing very difficult to cut them precisely that right size . That most tiniest slip of the scissors finna make that hole too large, and so even one thread uncut finna leave the thing too small."
"Beth didn't get angry with Sally , who had cut her off, because she stopped and apologized.","Beth ain't get like angry with Sally , who had done cut him off, because he stop and apologize."
"Mark told Pete many lies about himself, which Pete included in his book. He should have been more skeptical.","Mark did tell Pete many lies about hisself, which that included in hi book. might should have been more skeptical."
"The mothers of Arthur and Celeste have come to the town to fetch them. They are very happy to have them back, but they scold them just the same because they ran away.","The mother of Arthur and Celeste came to the town to fetch them. They very happy to have them back, but they are scolding them just the same because they runned away."
"Mark was close to Mr. Singer 's heels. He heard him calling for the captain, promising him, in the jargon everyone talked that night, that not one thing should be damaged on the ship except only the ammunition, but the captain and all his crew had best stay in the cabin until the work was over","Mark was close to Mr. Singer 's heels. She heared him calling for the captain, promising her, in the jargon everyone done talked that there night, that not one thing should be damaged on the ship except only the ammunition, but the captain and all her crew had best stay in the cabin until the work was over"
"The pony behaved well, sir, and showed no vice; but at last he just threw up his heels and tipped the young gentleman into the thorn hedge. He wanted me to help him out, but I hope you will excuse me, sir, I did not feel inclined to do so.","That pony done behaved well, sir, and so shown no vice; but still at last he just thrown up his heels and tipped that young gentleman into that thorn hedge. He did want that I should help him out, but still I hope y'all finna excuse me, sir, I ain't feel inclined to do so."
I poured water from the bottle into the cup until it was full.,I poured waters from that bottle into that cup until the thing were full.
Dan had to stop Bill from toying with the injured bird. He is very compassionate.,Dan been had to stop Bill from toying with the injure bird. Em too compassionate.
Sam Goodman 's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties he faced in his childhood.,Sam Goodman 's biography of the Spartan general Xenophanes convey a vivid sense of the difficulties faced them in he childhood.
"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.","Pam parents come home and find her having sex with his boyfriend, Paul. It been were furious about her."
"Bob paid for Charlie 's college education, but now Charlie acts as though it never happened. He is very hurt.","Bob pay for Charlie 's college education, but still now Charlie act as though the thing never happen. He too hurt."
Billy cried because Toby wouldn't share his toy.,Billy been cried because Toby won't share her toy.
Emma did not pass the ball to Janie although she was open.,It is the ball to Janie although she was open that emma ain't pass.
Sam's drawing was hung just above Tina's and it did look much better with another one below it.,Sam drawing was hung just above Tina and so em did look much better with another one below it.
"Bob paid for Charlie 's college education, but now Charlie acts as though it never happened. He is very ungrateful.","Bob been paid for Charlie college education, which now Charlie act as though she never happened. He too ungrateful."
"The lawyer asked the witness a question, but he was reluctant to answer it.","The lawyer did ask the witness a question, which he was reluctant for to answer the thing."
"Sam took French classes from Adam , because he was eager to speak it fluently.","It is French classes from Adam , because he was eager to speak it fluently that sam been took."
Sid explained his theory to Mark but he couldn't convince him.,It is his theory to Mark but he could n't convince him that sid been explained .
The city councilmen refused the demonstrators a permit because they advocated violence.,The city councilmans been refused the demonstrators a permit because it advocated violences.
"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.","When Tommy dropped his ice cream, Timmy giggled, so it is him a sympathetic look that father gived."
"After I saw Bill catching flies and pulling off their wings, I boxed his ears. I showed the master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never saw him so angry before; but as Bill was still howling and whining, like the coward that he was, he did not give him any more punishment of that kind, but set him up on a stool for the rest of the afternoon, and said that he should not go out to play for that week.","After I saw Bill catching flies and pulling off for them wings , I been boxed for him ears . I been showed the master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never been saw him so angry before; but as Bill was still howling and whining, like the coward that what was, he ain't give him any much punishment of that there kind, but set him up on a stool for the rest of the afternoon, and said that he might should not go out for to play for that there week."
"The journalists interviewed the stars of the new movie. They were very cooperative, so the interview lasted for a long time.","The journalist been interviewed the star of the new movie. It was too cooperative, so it is for a long time that the interview lasted."
Joan made sure to thank Susan for all the help she had given.,Joan maked sure for to thank Susan for all that help em had gave.
"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get it repaired.","In that storm, that tree falled down and crashed through that roof of my house. Now, I has to get the thing repaired."
"Beth didn't get angry with Sally , who had cut her off, because she stopped and counted to ten.","Beth ain't get angry with Sally , done cut her off, because stop and count to ten."
"The lawyer asked the witness a question, but he was reluctant to repeat it.","It is the witness a question , but he was reluctant to repeat it that the lawyer been asked ."
"Sir Clifford wants me to find him a new groom , about twenty or twenty-one, who knows his business. His old coachman is getting feeble, and he wants a man to work with him and get into his ways, who would be able, when the old man was pensioned off, to step into his place","Sir Clifford want that I should find a new groom , about twenty or twenty-one, know his business. His old coachman getting feeble, and want that a man should work with him and get into his ways, might would be able, when that old man was pensioned off, to step into his place"
"Since it was raining, I carried the newspaper over my backpack to keep it dry.","Since it was raining, I carry the newspaper over my backpack to keep it dry."
"If the con artist has succeeded in fooling Sam , he would have gotten a lot of money.","The con artist is succeeded in fooling Sam , it is a lot of money that he might would have got."
"The boy continued to whip the pony , and eventually the pony threw him over. John laughed out quite loud. Served him right, he said.","That boy continue to whip that pony , and eventually that pony throw him over. John laugh out quite loud. Serve say him straight, he say."
I put the cake away in the refrigerator . It has a lot of leftovers in it.,I put that cakes away in that refrigerator . The thing have a lot of leftovers in the thing.
The fish ate the worm . It was tasty.,The fish been ate the worm . She been was tasty.
"Babar wonders how he can get new clothing. Luckily, a very rich old man who has always been fond of little elephants understands right away that he is longing for a fine suit. As he likes to make people happy, he gives him his wallet.","Babar wonder how he might can get new clothing. Luckily, one too rich old man who have always been fond of little elephants understand right away that he longing for one fine suit. As he like to make persons happy, he give him he wallet."
"The actress used to be named Terpsichore , but she changed it to Tina a few years ago, because she figured it was easier to pronounce.","That actress been used for to be named Terpsichore , but she done changed the thing to Tina a few years ago, because she figured the thing was more easier for to pronounce."
So Mark slept. It was daylight when he woke with Warren 's hand upon his shoulder.,So Mark slept. The thing been was daylight when she waked with Warren hand upon her might shoulder.
"Fred covered his eyes with his hands , because the wind was blowing sand around. He lowered them when the wind stopped.","Fred been covered for him eyes with for him hands , because that winds were blowing sands around. been lowered them when that winds stopped."
"Sir Clifford wants me to find him a new groom , about twenty or twenty-one, who knows his business. His old coachman is getting feeble, and he wants a man to work with him and get into his ways, who would be able, when the old man was pensioned off, to step into his place","Sir Clifford wants me for to find him one new groom , about twenty or twenty-one, at know his busineses. His old coachman getting feeble, and he wants one man for to work with him and get into his way, at might would be able, when that old man was pensioned off, for to step into his place"
Joe paid the detective after he delivered the final report on the case.,It is the detective after he delivered the final report on the case that joe been paid.
"As Andrea in the crop duster passed over Susan , she could see the landing strip.","As Andrea in that crop duster pass over Susan , can see that landing strip."
Frank was upset with Tom because the toaster he had bought from him didn't work.,Frank been was like upset with Tom because that toaster buy from him never worked.
"Lily spoke to Donna , breaking her silence.","Lily speak to Donna , breaking his silences."
"The cat was lying by the mouse hole waiting for the mouse , but it was too cautious.","That cat was lying by that mouse hole waiting for that mouse , which em was too cautious."
"Equally swoon-worthy is C.K. Dexter Haven , a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at his feet","Equally swoon-worthy is C.K. Dexter Haven , a pallid young dandy holding a jade-handled walking stick, with a poodle asleep at his feet"
"Sir Clifford wants me to find him a new groom , about twenty or twenty-one, who knows his business. His old coachman is getting feeble, and he wants a man to work with him and get into his ways, who would be able, when the old man was pensioned off, to step into his place.","Sir Clifford wants that I should find him a new groom , about twenty or twenty-one, at know her busineses. Her old coachman getting feeble, and so she wants that a man should work with her and get into her ways, at might would be able, when that old man was pensioned off, to step into her place."
The fish ate the worm . It was tasty.,That fish been ate that worm . She been was tasty.
"Lionel is holding captive a scientist, Dr. Vardi , who has invented a device that turns animals invisible; Lionel plans to use it on Geoffrey and send him to steal nuclear material from an army vault.","Lionel holding captive a scientist, Dr. Vardi , which has done invented a device where turns animal invisible; Lionel plans to use it on Geoffrey and send him to steal nuclear material from an army vault."
The city councilmen refused the demonstrators a permit because they feared violence.,The city councilmans been refused the demonstrator a permit because feared violences.
Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.,Frank feel vindicated when his longtime rival Bill reveal that was the winner of the competitions.
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.,Bob collapse on the sidewalk. Soon he see Carl coming to help. He was like very concerned.
Dan took the rear seat while Bill claimed the front because his Dibs! was slow.,Dan taked the rear seat while Bill claimed the front because he Dibs! was slow.
Susan knows all about Ann 's personal problems because she is nosy.,Susan know all about For ann personal problems because she like nosy.
Pete envies Martin because he is very successful.,Pete envy Martin because em too successful.
Billy cried because Toby wouldn't share his toy.,Billy cry because Toby might wouldn't share he toy.
I poured water from the bottle into the cup until it was full.,I pour water from that bottle into that cup until was full.
"I used an old rag to clean the knife , and then I put it in the trash.","Been used an old rag to clean me the knife , and then putted the thing in the trash."
John hired Bill to take care of him .,John been hired Bill for to take cares of him.
"Jane knocked on the door, and Susan answered it. She invited her to come out.","Jane been knocked on that door, and Susan answered it. It is her to come out that she been invited."
"The journalists interviewed the stars of the new movie. They were very persistent, so the interview lasted for a long time.","The journalists interviewed the stars of that new movie. They was too persistent, so that interview lasted for a long times."
"As Ollie carried Tommy up the long winding steps, his legs ached.","As Ollie carried Tommy up the long winding steps, he legs been ached."
Carol believed that Rebecca regretted that she had stolen the watch.,Carol believe that Rebecca regret that em stole the watch.
Bob paid for Charlie 's college education. He is very generous.,Bob been paid for Charlie 's college education. She too generous.
"All the buttons up the back of Dora 's plaid dress were buttoned outside-in. Maude should have thought to button her up; but no, she had left poor little Dora to do the best she could, alone.","All the buttons up the back of Dora 's plaid dress was buttoned outside-in. Maude might should have done thought for to button her up; which no, she had done left poor little Dora for to do the most best might could, alone."
"The table was piled high with food , and on the floor beside it there were crocks, baskets, and a five-quart pail of milk.","The table was piled high with food , and on the floor beside the thing it was crocks, baskets, and a five-quart pail of milk."
"Mark was close to Mr. Singer 's heels. He heard him calling for the captain , promising him, in the jargon everyone talked that night, that not one thing should be damaged on the ship except only the ammunition, but the captain and all his crew had best stay in the cabin until the work was over.","Mark was close to Mr. Singer heels. She hear him calling for the captain , promising her, in the jargon everyone talk that there night, that not one thing might should be damaged on the ship except only the ammunition, which the captain and all her crew had best are staying in the cabin until the work was over."
The man lifted the boy onto his shoulders.,That man did lift that boy onto her shoulder.
Do you suppose that Peter is responsible for the captain ’s illness? Maybe he bribed the cook to put something in his food.,Y'all suppose that Peter is responsible for that captain illness? Maybe she bribed that cook to put something in her food.
"The signs over the shops' doors had pictures that indicated what work was done inside. Although more and more people were learning how to read, each artisan still had signs, not wishing to lose a possible patron merely because he happened to be illiterate.","The sign over the shop door been had picture where indicate what-all work was did inside. Although more and more persons was learning it how to read, each artisan still had sign, not wishing to lose one possible patron merely because he happen to be illiterate."
"Paul tried to call George on the phone, but he wasn't available.","Paul been tried to call George on that phone, which ain't available."
Sam's drawing was hung just above Tina's and it did look much better with another one above it.,Sam drawing was hung just above Tina and so em did look much better with another one above her.
The table won't fit through the doorway because it is too wide.,The table might won't fit through no doorway because the thing like too wide.
"Emma Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.","Emma Emma mother done died long ago, and so her education done been managed by an excellent woman as governess."
Bill passed the gameboy to John because his turn was next.,Bill pass the gameboy to John because her turn was like next.
Of one thing Mark was sure. Harry knew much less than he did.,Of one thing Mark was sure. Harry known much less than she did.
Do you suppose that Peter is responsible for the captain ’s illness? Maybe he bribed the cook to put something in his food.,Y'all suppose that Peter is responsible for that captain ’s illness? Maybe she bribe that cook for to put something in her foods.
What about the time you cut up tulip bulbs in the hamburgers because you thought they were onions?,What-all about the time y'all cut it up are tulipping bulbs in the hamburgers because y'all think they were onions?
"Fred covered his eyes with his hands , because the wind was blowing sand around. He lowered them when the wind stopped.","Fred cover his eye with his hand , because that wind was blowing sand around. He lower them when that wind stop."
Sid explained his theory to Mark but he couldn't understand him.,It is his theory to Mark but he could n't understand him that sid explain .
Tom gave Ralph a lift to school so he wouldn't have to drive alone.,Tom give Ralph a lift to school so he might wouldn't ai for to drive alone.
"When my parents died, I was not earning enough to keep myself or my crippled sister Nelly , and without our kind mistress , we would have gone to the poorhouse. Nelly calls her her angel and she has good right to do so. her","When my parents died, I was not earning enough to keep myself or my crippled sister Nelly , and without our kind mistress , we would have gone to the poorhouse. Nelly calls her her angel and she has good right to do so. her"
"After I saw Bill catching flies and pulling off their wings, I boxed his ears. I showed the master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never saw him so angry before; but as Bill was still howling and whining, like the coward that he was, he did not give him any more punishment of that kind, but set him up on a stool for the rest of the afternoon, and said that he should not go out to play for that week.","After I seed Bill catching flies and pulling off them wings, I boxxed his ears. I showed that master the flies, some crushed and some crawling about helpless, and I showed him the wings on that window sill. I never seed him so angry before; but as Bill was still howling and whining, like that coward where was, he ain't give him any more punishment of that kind, but setted him up on a stool for that rest of that afternoon, and said that he might should not go out for to play for that week."
"After I saw Bill catching flies and pulling off their wings, I boxed his ears. I showed the master the flies, some crushed and some crawling about helpless, and I showed him the wings on the window sill. I never saw him so angry before; but as Bill was still howling and whining, like the coward that he was, he did not give him any more punishment of that kind, but set him up on a stool for the rest of the afternoon, and said that he should not go out to play for that week.","After I saw Bill catching fly and pulling off their wing, I been boxed he ear. I been showed that master the fly, some crushed and some crawling about helpless, and I showed him the wing on that window sill. She never been saw him so angry before; which as Bill was still howling and whining, like that coward what was, he ain't give him any more punishment of that there kind, which set him up on a stool for that rest of that afternoon, and said that he might should not go out for to play for that there week."
"Ann asked Mary what time the library closes, because she had forgotten.","Ann ask Mary what time that library close, because she done forgot."
Mama came over and sat down beside Alice . Gently she stroked her hair and let the child weep.,Mama come over and sit down beside Alice . Gently he stroke his hair and let that child to weep.
I put the cake away in the refrigerator . It has a lot of leftovers in it.,I put that cake away in that refrigerator . It does have a lot of leftover in her.
"I sallied out for a bit of food , more to pass the time than because I wanted it .","I did sally out for a bit of foods , more to pass the times and because She wanted her."
The scientists are studying three species of fish that have recently been found living in the Indian Ocean. They began two years ago.,The scientists studying three species of fish what have done recently been found them living in the Indian Ocean. They done began two years ago.
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won.","Bob was playing cards with Adam and was way ahead. If Adam hadn't ai a sudden run of good lucks, would done won."
Fred is the only man still alive who remembers my great-grandfather . He was a remarkable man.,Fred that only man still alive that which remember my great-grandfather . He been was a remarkable man.
"My master and mistress decided to pay a visit to some friends who lived about forty-six miles from our home, and James was to drive them .","For me master and mistress decided to pay a visit to some friends that which lived about forty-six miles from for us home , and James was to drive them."
"I was trying to open the lock with the key , but someone had filled the keyhole with chewing gum, and I couldn't get it out.","Was tryna open the lock with the key , which someone fill the keyhole with chewing gum, and couldn't get me the thing out."
Jane knocked on Susan 's door but she did not answer.,Jane knock on Susan 's door but he ain't answer.
"John ordered Bill to leave, so an hour later he left.","It is Bill to leave , so an hour later he left that john been ordered ."
Billy cried because Toby wouldn't accept his toy.,Billy did cry because Toby won't accept he toy.
James asked Robert for a favor but he refused.,James been asked Robert for a favor which she refused.
Kirilov ceded the presidency to Shatov because he was more popular.,Kirilov been ceded that presidency to Shatov because she was more popular.
"The boy continued to whip the pony , and eventually the pony threw him over. John laughed out quite loud. Served him right, he said.","The boy continued to whip the pony , and eventually the pony throwed him over. John laughed out quite loud. Served him straight, said."
The foxes are getting in at night and attacking the chickens . They have gotten very bold.,The foxes getting in at nights and attacking the chickens . got very bold.
Fred is the only man still alive who remembers my great-grandfather . He is a remarkable man.,Fred that only man still alive which remember my great-grandfather . She one remarkable man.
"Then he took a piece of iron the shape of the horse horse's foot , and clapped it on, and drove some nails through the shoe quite into its hoof, so that the shoe was firmly on","Then she taked a piece of irons the shape of the horse horse foot , and clapped it on, and drived some nails through the shoe quite into its hoof, so that the shoe was firmly on"
"Sir Clifford wants me to find him a new groom , about twenty or twenty-one, who knows his business. His old coachman is getting feeble, and he wants a man to work with him and get into his ways, who would be able, when the old man was pensioned off, to step into his place.","Sir Clifford want that I should find him a new groom , about twenty or twenty-one, know for him business . For him old coachman getting feeble, and em want that a man should work with him and get into for him ways , might would be able, when the old man was pensioned off, to step into for him place."
The man lifted the boy onto his bunk bed.,It is the boy onto his bunk bed that the man been lifted.
This book introduced Shakespeare to Goethe ; it was a major influence on his writing.,This here book introduced Shakespeare to Goethe ; she was a major influence on hi writing.
Billy cried because Toby wouldn't accept his toy.,Billy been cried because Toby might wouldn't accept hi toy.
Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,Bob been collapsed on that sidewalk. Soon em seen Carl coming to help. Em been was very ill.
Tom gave Ralph a lift to school so he wouldn't have to walk.,Tom give Ralph one lift to school so she wouldn't ai for to walk.
