se question,aave qustion,actual answer,se passage,se answer,aave passage,aave answer,aave question
is 5' utr present in mature mrna,Do mature mRNA still got that 5' UTR?,True,Untranslated region -- It is important to distinguish the 5' and 3' UTRs from other non-protein-coding RNA. Within the coding sequence there can be found sections of RNA that will not be included in the protein product. These sections of RNA are called introns. The RNA that results from RNA splicing are called exons. The reason why introns are not considered untranslated regions is that the introns are spliced out in the process of RNA splicing. The introns are not included in the mature mRNA molecule.,True,"Aight, so check it, it's crucial to know the difference between the 5' and 3' UTRs and other types of non-protein-coding RNA. Now, in the coding sequence, you got pieces of RNA that ain't gon' be part of the final protein – dem called introns. Them introns get chopped out during the RNA splicing. The parts that stick around and end up in the final product? Those are the exons. So, don't mix up introns with untranslated regions, 'cause introns get cut out and ain't part of the mature mRNA that gets made.",True,
is co clare in the republic of ireland,"Co Clare in the Republic of Ireland, right?",True,"County Clare -- County Clare (Irish: Contae an Chláir) is a county in Ireland, in the Mid-West Region and the province of Munster, bordered on the West by the Atlantic Ocean. There is debate if it should be historically considered a part of Connacht. Clare County Council is the local authority. The county had a population of 117,196 at the 2011 census. The county town and largest settlement is Ennis.",True,"County Clare (Irish: Contae an Chláir) be a county up in Ireland, right there in the Mid-West Region and the province of Munster, and it's bordered on the West by the Atlantic Ocean. Folks been discussin' if it should be historically considered a part of Connacht. Clare County Council run things locally. The county had about 117,196 folks living there as of the 2011 census. The biggest town and the main hub is Ennis.",True,
were the two oil crisis in the 1970s,Was there two oil crises in the 1970s?,True,"1970s energy crisis -- The 1970s energy crisis was a period when the major industrial countries of the world, particularly the United States, Canada, Western Europe, Japan, Australia, and New Zealand, faced substantial petroleum shortages, real and perceived, as well as elevated prices. The two worst crises of this period were the 1973 oil crisis and the 1979 energy crisis, when the Yom Kippur War and the Iranian Revolution triggered interruptions in Middle Eastern oil exports.",True,"1970s energy crisis -- Back in the 1970s, there was this big energy crisis where all the major industrial countries, especially the United States, Canada, Western Europe, Japan, Australia, and New Zealand, were struggling with not having enough petroleum. They were dealing with real shortages and the prices were way up. The roughest times were during the 1973 oil crisis and the 1979 energy crisis. These happened because of the Yom Kippur War and the Iranian Revolution, which messed up the oil exports from the Middle East.",True,
is royal blue the same as navy blue,Is royal blue the same as navy blue?,True,Shades of blue -- Navy blue is a shade of the standard (h = 240°) blue. Navy blue got its name from the dark blue (contrasted with white) worn by officers in the British Royal Navy since 1748 (originally called marine blue before 1840) and subsequently adopted by other navies around the world.,False,"Different kinds of blue -- Navy blue is a type of the regular blue (h = 240°). Navy blue was named after the dark blue uniforms (mixed with white) that officers in the British Royal Navy wore starting back in 1748 (they called it marine blue before 1840) and later on, navies all over the world started wearing it too.",False,
are garbanzo beans and chick peas the same,"Yeah, garbanzo beans and chickpeas the same thing, fam.",True,"Chickpea -- The chickpea or chick pea (Cicer arietinum) is a legume of the family Fabaceae, subfamily Faboideae. Its different types are variously known as gram or Bengal gram, garbanzo or garbanzo bean, and Egyptian pea. Its seeds are high in protein. It is one of the earliest cultivated legumes: 7500-year-old remains have been found in the Middle East. In 2016, India produced 64% of the world's total chickpeas.",True,"Chickpea -- The chickpea, also called chick pea (Cicer arietinum), belong to the legume family, specifically the Fabaceae and subfamily Faboideae. People know it by different names, like gram or Bengal gram, garbanzo or garbanzo bean, and Egyptian pea. The seeds got a lot of protein. It's one of the oldest legumes folks started growing: they found 7500-year-old remains in the Middle East. Back in 2016, India was handling business, producing 64% of all the chickpeas in the world.",True,
are flounders born with eyes on both sides,do flounders start off wit eyes on both sides?,False,"Flounder -- In its life cycle, an adult flounder has two eyes on one side of its head, and at hatching one eye is on each side of its head. One eye migrates to the other side of the body through a metamorphosis as it grows from larval to juvenile stage. As an adult, a flounder changes its habits and camouflages itself by lying on the bottom of the ocean floor as protection against predators. As a result, the eyes are then on the side which faces up. The side to which the eyes migrate is dependent on the species type.",True,"Flounder -- Check it, when a flounder gets grown, it rocks two eyes on the same side of its head. But peep this, when they first hatch, they got one eye on each side. As they grow from a lil’ larva to a youngin’, one of them eyes moves over to the other side through some wild changes. When they hit grown folk status, flounders switch it up, laying flat on the ocean floor. They do this slick move to blend in and dodge predators. So, both eyes end up on the side that’s facing up. Now, which side them eyes go to? Well, that depends on what type of flounder it is.",True,
was the american president filmed in the white house,"Was the movie ""The American President"" shot in the White House?",False,"The American President -- An extensive White House set, of both the East and West Wings, was built on the Castle Rock Entertainment lot in Culver City. The set's Oval Office was later reused for the films Nixon and Independence Day.",False,The American President -- They built a big ol' set for both the East and West Wings of the White House over at the Castle Rock Entertainment lot in Culver City. They even used the Oval Office set again for the movies Nixon and Independence Day.,False,
does emma in once upon a time find love,Do Emma from Once Upon a Time find love?,True,"Emma Swan -- In the past, Emma is shown to share her concerns with Hook about Henry growing up while contemplating having another child. Later, Henry chooses to go to other realms in search of his story, and meets another version of Cinderella, whom he falls in love with. In that time, Emma becomes pregnant with her second child and goes to answer Henry's distress call along with Killian and Regina, with the former insisting she rest. Wish Hook, however, shows up and knocks out Hook, taking his place in hopes of traveling to Storybrooke with Emma and finding a cure for his poisoned heart. Hook manages to recover and fights Wish Hook, until the latter accidentally stabs himself with a dagger. As he lays dying, he admits to having a daughter and that he was searching for her. However, Emma manages to heal him and convinces him to travel with Henry in search of both their happy endings. She later leaves with her husband back to Storybrooke.",True,"Emma Swan -- Back in the day, Emma was talking with Hook about how Henry getting older and thinking 'bout having another kid. Later on, Henry decides to head out to different realms to find his own story and ends up meeting a different version of Cinderella, who he falls for. Meanwhile, Emma finds out she’s expecting again and heads off to help Henry after he sends out a distress call, with Killian and Regina tagging along. Killian keeps telling her to take it easy. But then, Wish Hook shows up, knocks out the real Hook, and tries to take his place so he can roll with Emma to Storybrooke to find a cure for his sick heart. The real Hook gets back on his feet and ends up fighting Wish Hook, who accidentally stabs himself. As he’s dying, he spills that he got a daughter and was looking for her. But Emma saves him and gets him to join Henry on his quest for a happy ending. After all that, she heads back to Storybrooke with her man.",True,
cells are the basic unit of life and in all organisms,cells da basic unit of life in all organisms,True,"Cell (biology) -- The cell (from Latin cella, meaning ``small room'') is the basic structural, functional, and biological unit of all known living organisms. A cell is the smallest unit of life that can replicate independently, and cells are often called the ``building blocks of life''. The study of cells is called cell biology.",True,"Cell (biology) -- A cell, comin' from the Latin word cella which mean small room, is the basic structural, functional, and biological unit of all known livin' things. It's the tiniest unit of life that can make copies of itself on its own, and folks often refer to cells as the building blocks of life. When you study cells, that's known as cell biology.",True,
does pete's dragon die in the movie,Do Pete's dragon die in the movie?,False,"Pete's Dragon (2016 film) -- In the years that follow, Grace and Jack marry and adopt Pete as their son. Not only has Elliot slowly faded from the town's memory, but Gavin has learned to be more scrupulous and has moved on from the experience. Pete and his family eventually go on vacation, and see that Elliot is finally reunited with his fellow dragons.",False,"In the years after, Grace and Jack tie the knot and take Pete in as they own kid. Not only has Elliot kinda slipped folks’ minds around town, but Gavin done got himself together and moved past all that drama. Pete and his fam go on vacation, and peep that Elliot finally got back with his dragon crew.",False,
can i sue my insurance company for bad faith,can i take my insurance company to court for playin' games?,True,"Insurance bad faith -- If an insurance company violates that covenant, the insured person (or ``policyholder'') may sue the company on a tort claim in addition to a standard breach of contract claim. The contract-tort distinction is significant because as a matter of public policy, punitive or exemplary damages are unavailable for contract claims, but are available for tort claims. In addition, consequential damages for breach of contract are traditionally subject to certain constraints not applicable to tort actions (see Hadley v. Baxendale). The result is that a plaintiff in an insurance bad faith case may be able to recover an amount larger than the original face value of the policy, if the insurance company's conduct was particularly egregious.",True,"Insurance bad faith — If an insurance company don't do right by the agreement, the person with the insurance (or policyholder) can take them to court not just for breaking the contract, but also on a tort claim. The difference between a contract and a tort claim matters a lot because, by law, you can't get punitive or extra damages for contract issues, but you can for tort issues. Plus, the money you can get for a contract breach is limited in ways that don't apply to tort cases (check out Hadley v. Baxendale). This means that if an insurance company really messed up, the person suing might get more money than what the policy was originally worth.",True,
is palestine a member state of the un,"Palestine, is it a member state of the UN or nah?",False,"International recognition of the State of Palestine -- As of 3 August 2018, 137 of the 193 member states of the United Nations and two non-member states have recognized the State of Palestine. Many of the countries that do not recognize the State of Palestine nevertheless recognize the PLO as the ``representative of the Palestinian people''. On 29 November 2012, the UN General Assembly passed a motion changing Palestine's ``entity'' status to ``non-member observer state'' by a vote of 138 to 9, with 41 abstentions.",False,"So, check it out, as of August 3, 2018, 137 outta the 193 countries in the United Nations, plus two other countries, done recognized the State of Palestine. Now, there's a bunch of other countries that ain't recognizing the State of Palestine yet, but they still giving props to the PLO as the folks who speak for the Palestinian people. Back on November 29, 2012, the United Nations General Assembly made a move to change Palestine from just being an entity to being a non-member observer state. This vote went down with 138 in favor, 9 against, and 41 sitting on the fence.",False,
is there a new star trek series on tv,they got a new star trek series on tv or nah?,True,"Star Trek: Discovery -- Star Trek: Discovery is an American television series created for CBS All Access by Bryan Fuller and Alex Kurtzman. It is the first series developed specifically for that service, and the first Star Trek series since Star Trek: Enterprise concluded in 2005. Set roughly a decade before the events of the original Star Trek series and separate from the timeline of the concurrently produced feature films, Discovery explores the Federation--Klingon war while following the crew of the USS Discovery. Gretchen J. Berg and Aaron Harberts serve as showrunners on the series, with producing support from Akiva Goldsman.",False,"Star Trek: Discovery -- Star Trek: Discovery a show that they made just for CBS All Access, by Bryan Fuller and Alex Kurtzman. It's the first new Star Trek show since Star Trek: Enterprise wrapped up in 2005. This series is set about ten years before the old-school Star Trek, and it don't mix with the movie timeline that's going on at the same time. The show digs into the beef between the Federation and the Klingons, all while we ride along with the folks on the USS Discovery. Gretchen J. Berg and Aaron Harberts are the big bosses running the show, and they got Akiva Goldsman helping them out with producing.",True,
was charlie st cloud based on a true story,"Nah, ""Charlie St. Cloud"" ain't based on no true story. It's all fiction, from a book by Ben Sherwood.",False,The Death and Life of Charlie St. Cloud -- The Death and Life of Charlie St. Cloud is a 2004 novel by Ben Sherwood. It is a fictional fable about an extraordinary experience of a man called Charlie St. Cloud who is resuscitated following a car accident that kills his brother.,False,The Death and Life of Charlie St. Cloud -- The Death and Life of Charlie St. Cloud is a 2004 book by Ben Sherwood. It's a made-up story 'bout this wild experience of a dude named Charlie St. Cloud who comes back to life after a car crash that took his brother's life.,True,
is there going to be a race 4,They finna have a fourth race?,True,Race (film series) -- Producer Ramesh S.Taurani and Director Remo D'Souza have hinted that Race 4 will go on floor in 2020 with some new characters and a new plot.,True,Race (film series) -- Producer Ramesh S. Taurani and Director Remo D'Souza done hinted that Race 4 finna start up in 2020 wit some new folks and a fresh story.,True,
can i carry a handgun in my car in alabama,can i keep a handgun in my whip in alabama?,True,"Gun laws in Alabama -- Firearms are prohibited from certain places, including demonstrations. Possession of firearms is prohibited on the premises of public schools by persons with intent to do bodily harm and those who do not have an Alabama Pistol Permit. Open carry on foot is generally allowed without a license, withstanding other applicable laws. As of Aug. 1, 2013, transportation of an unloaded handgun in a vehicle is allowed without an Alabama Pistol Permit if you are legally permitted to possess the handgun, and the handgun is locked away from immediate reach of all passengers. Carrying a handgun on premises that are not owned or under the control of the possessor is prohibited unless the person has a valid concealed handgun license.",True,"Out in Alabama, you can’t be bringing guns to certain spots like protests. If you tryna carry a gun on school grounds wanting to hurt someone, or if you ain’t got no Alabama Pistol Permit, that’s a no-go. You can open carry when you walking around most times without needing any special license, but you still gotta mind other laws. Since August 1, 2013, you can have an unloaded handgun in your ride as long as it's locked up somewhere hard to get to, and you gotta be legally allowed to have that handgun. But, if you're on property you don’t own or control, you can't carry a handgun unless you got a proper concealed handgun license.",True,
is there a clip at the end of inifinity war,do infinity war got a clip at the end?,True,"Avengers: Infinity War -- In a post-credits scene, Nick Fury transmits a signal as he, Maria Hill, and others disintegrate. The transmitter displays a starburst insignia on a red-and-blue background.",True,"Avengers: Infinity War -- In dat post-credits scene, Nick Fury be sendin' out a signal while he, Maria Hill, and others start vanishin'. The transmitter show a starburst logo on a red-and-blue background.",True,
is there a book 7 of the mortal instruments,"ain't no book 7 in The Mortal Instruments series, fam. It wrap up with book 6, ""City of Heavenly Fire."" But if you still lookin' for more, peep the spin-offs like ""The Dark Artifices"" or other books by Cassandra Clare.",False,"The Mortal Instruments -- The Mortal Instruments is a series of six young adult fantasy novels written by Cassandra Clare, the last of which was published on May 27, 2014. The Mortal Instruments is chronologically the third series of a proposed five in The Shadowhunter Chronicles but it was the first one published. It follows Clary Fray (who interacts with a group of nephilim known as Shadowhunters) while also discovering her own half-angel heritage. The Shadowhunters protect the world of mundane people, who are also called mundanes or ``mundies'', from dark forces from beyond their world.",False,"The Mortal Instruments -- Aight, so check it out, The Mortal Instruments is this dope set of six young adult fantasy books written by Cassandra Clare, with the last one droppin' on May 27, 2014. Even though it's the third series in the lineup for The Shadowhunter Chronicles, it was the first one that hit the streets. It's all about this girl Clary Fray who gets mixed up with these nephilim called Shadowhunters while she’s figuring out her own half-angel roots. These Shadowhunters, they on duty to protect regular folks, called mundanes or mundies, from some evil forces creepin' in from their world.",True,
is the virgin island part of the us,Is the Virgin Islands part of the US?,True,"United States Virgin Islands -- The United States Virgin Islands (USVI; also called the American Virgin Islands), officially the Virgin Islands of the United States, is a group of islands in the Caribbean and an unincorporated and organized territory of the United States. The islands are geographically part of the Virgin Islands archipelago and are located in the Leeward Islands of the Lesser Antilles.",True,"United States Virgin Islands -- Aight, so the United States Virgin Islands (USVI), sometimes folks call it the American Virgin Islands, right? Officially, it's named the Virgin Islands of the United States. These islands are a bunch in the Caribbean and they ain't their own country or nothing; they an unincorporated and organized territory of the United States. Geographically, they part of the Virgin Islands archipelago and sit in the Leeward Islands of the Lesser Antilles.",True,
is there a taco bell in mexico city,Do they got a Taco Bell in Mexico City?,False,"Taco Bell -- Taco Bell has attempted to enter the Mexican market twice. After a highly publicised launch in Mexico City in 1992, all the restaurants were closed two years later. In September 2007, Taco Bell returned to Monterrey, projecting an American image with an Americanized menu that included french fries, but it closed in January 2010 due to low patronage.",False,"Taco Bell -- So, Taco Bell tried to set up shop in Mexico not once, but twice. First time, they popped up in Mexico City in '92, got a lot of hype, but shut everything down by '94. Then, in September 2007, they gave it another shot in Monterrey, trying to sell themselves as this American spot, even threw in some french fries on the menu. But come January 2010, they had to close up again 'cause folks weren't really coming through.",False,
is puget sound part of the pacific ocean,Is Puget Sound part of the Pacific Ocean?,True,"Puget Sound -- Puget Sound /ˈpjuːdʒɪt/ is a sound along the northwestern coast of the U.S. state of Washington, an inlet of the Pacific Ocean, and part of the Salish Sea. It is a complex estuarine system of interconnected marine waterways and basins, with one major and two minor connections to the open Pacific Ocean via the Strait of Juan de Fuca--Admiralty Inlet being the major connection and Deception Pass and Swinomish Channel being the minor.",True,"Puget Sound -- Puget Sound /ˈpjuːdʒɪt/ be a sound along the northwestern coast of Washington state in the U.S., right by the Pacific Ocean, and it's part of the Salish Sea. It's a complex estuarine system full of interconnected marine waterways and basins, with one major and two minor connections to the open Pacific Ocean through the Strait of Juan de Fuca. The main connection is Admiralty Inlet, and the smaller ones are Deception Pass and Swinomish Channel.",False,
has california ever been hit by a hurricane,california ever got hit by a hurricane?,True,"List of California hurricanes -- A California hurricane is a tropical cyclone that affects the state of California. Usually, only the remnants of tropical cyclones affect California. Since 1900, only two tropical storms have hit California, one by direct landfall from offshore, another after making landfall in Mexico.",False,"List of California hurricanes -- A California hurricane be a tropical cyclone that hit up California. Mostly, it's just the remnants of tropical cyclones that touch California. Since 1900, only two tropical storms done reached California, one came straight from the sea, the other landed in Mexico first.",False,
can you crossbreed a wolf with a dog,can you mix a wolf wit a dog?,True,"Wolfdog -- A wolfdog is a canine produced by the mating of a domestic dog (Canis lupus familiaris) with a gray wolf (Canis lupus), or by mating a domestic dog with either the eastern timber wolf (Canis lycaon), red wolf (Canis rufus), or ethiopian wolf (Canis simensis) to produce a hybrid.",True,"Wolfdog -- A wolfdog is a mix breed dog that come from breeding a domestic dog (Canis lupus familiaris) with a gray wolf (Canis lupus), or by mating a domestic dog with either the eastern timber wolf (Canis lycaon), red wolf (Canis rufus), or Ethiopian wolf (Canis simensis) to make a hybrid.",True,
will there be a fourth series of the tunnel,they gon' make a fourth series of the tunnel or nah?,False,"The Tunnel (TV series) -- The renewal for a third and final series was announced on 20 January 2017 entitled The Tunnel: Vengeance and consisting of six episodes. It began filming in March 2017 and premiered on Sky Atlantic on 14 December 2017, with all episodes released on the same day. Canal+ did not announce a corresponding date for France at the time of the UK release. Season 3 premiered on Canal+ on 4 June 2018.",False,"The Tunnel (TV series) -- They said they was bringin' back The Tunnel for one last time on January 20, 2017, callin' it The Tunnel: Vengeance, and it got six episodes. They started shootin' in March 2017 and it first showed up on Sky Atlantic on December 14, 2017, droppin' all them episodes at once. Canal+ ain't set no date for when it was gonna come out in France when the UK got it. But then, Season 3 popped off on Canal+ on June 4, 2018.",False,
can a dfa have more than one final state,can a DFA have multiple final states?,True,"Deterministic finite automaton -- The figure illustrates a deterministic finite automaton using a state diagram. In the automaton, there are three states: S, S, and S (denoted graphically by circles). The automaton takes a finite sequence of 0s and 1s as input. For each state, there is a transition arrow leading out to a next state for both 0 and 1. Upon reading a symbol, a DFA jumps deterministically from one state to another by following the transition arrow. For example, if the automaton is currently in state S and the current input symbol is 1, then it deterministically jumps to state S. A DFA has a start state (denoted graphically by an arrow coming in from nowhere) where computations begin, and a set of accept states (denoted graphically by a double circle) which help define when a computation is successful.",True,"Deterministic finite automaton -- This diagram show a deterministic finite automaton with a state diagram. It got three states: S, S, and S (they shown as circles). This automaton takes in a series of 0s and 1s. For every state, there's a transition arrow that points to the next state for both 0 and 1. When it reads a symbol, a DFA switches from one state to the next by following the transition arrow. Like, if the automaton is in state S and it reads a 1, it moves straight to state S. A DFA starts at a start state (you can tell 'cause there's an arrow pointing to it from nowhere), and it got accept states too (these marked by a double circle) that show when the computation is done right.",True,
is new zealand money the same as american money,"Nah, New Zealand money ain't the same as American money. New Zealand uses New Zealand dollars, while the U.S. uses U.S. dollars. They different, fam.",False,"New Zealand dollar -- The New Zealand dollar (sign: $; code: NZD, also abbreviated NZ$) (Māori: Tāra o Aotearoa) is the official currency and legal tender of New Zealand, the Cook Islands, Niue, the Ross Dependency, Tokelau, and a British territory, the Pitcairn Islands. Within New Zealand, it is almost always abbreviated with the dollar sign ($), with ``NZ$'' sometimes used to distinguish it from other dollar-denominated currencies. In the context of currency trading, it is often informally called the ``Kiwi'' or ``Kiwi dollar'', since New Zealand is commonly associated with the indigenous bird and the one-dollar coin depicts a kiwi.",False,"New Zealand dollar -- The New Zealand dollar (sign: $; code: NZD, also abbreviated NZ$) (Māori: Tāra o Aotearoa) be the official money and what folks use to pay for things in New Zealand, the Cook Islands, Niue, the Ross Dependency, Tokelau, and a British spot, the Pitcairn Islands. In New Zealand, folks mainly just use the dollar sign ($), but sometimes they throw in NZ$ to keep it clear from other types of dollars. When folks talk about money trading, they often just call it the Kiwi or Kiwi dollar cause New Zealand is tight with the kiwi bird and the one-dollar coin got a kiwi on it.",True,
is the ring finger vein connected to the heart,do the vein in the ring finger go straight to the heart?,False,"Vena amoris -- Vena amoris is a Latin name meaning, literally, ``vein of love''. Traditional belief established that this vein ran directly from the fourth finger of the left hand to the heart. This theory has been cited in western cultures as one of the reasons the engagement ring and/or wedding ring was placed on the fourth finger, or ``ring finger''. This traditional belief is factually inaccurate as all the fingers in the hand have a similar vein structure.",False,"Vena amoris -- So, Vena amoris is just a fancy way of saying vein of love in Latin. Back in the day, folks believed this special vein went straight from the fourth finger on your left hand right to your heart. That's why people often put the engagement ring or wedding ring on that particular finger, calling it the ring finger. But for real, that ain't exactly true 'cause all your fingers got veins set up pretty much the same way.",False,
is mexico a part of the united states,"Nah, Mexico ain't part of the United States, it's its own country.",False,"Mexico -- Mexico (Spanish: México (ˈmexiko) ( listen); Nahuatl languages: Mēxihco), officially the United Mexican States (Spanish: Estados Unidos Mexicanos, listen (help info)), is a federal republic in the southernmost portion of North America. It is bordered to the north by the United States; to the south and west by the Pacific Ocean; to the southeast by Guatemala, Belize, and the Caribbean Sea; and to the east by the Gulf of Mexico. Covering almost 2,000,000 square kilometres (770,000 sq mi), the nation is the fifth largest country in the Americas by total area and the 13th largest independent state in the world.",False,"Mexico, officially called the United Mexican States, is a federal republic located in the southernmost part of North America. It's bordered by the United States to the north; the Pacific Ocean to the south and west; Guatemala, Belize, and the Caribbean Sea to the southeast; and the Gulf of Mexico to the east. Stretching over nearly 2 million square kilometers, Mexico is the fifth biggest country in the Americas by total area and the 13th largest independent state worldwide.",True,
is 2 for 1 same as half price,"2 for 1 mean you get two items but you only pay for one of 'em. Half price mean you payin' half the cost for just one item. So nah, they ain't the same.",False,"Buy one, get one free -- Economist Alex Tabarrok has argued that the success of this promotion lies in the fact that the price actually takes into account the fact that two items are being sold. The price of ``one'' is somewhat nominal and is typically raised when used as part of a buy one get one free deal. Whilst the cost per item is proportionately cheaper than if bought on its own, it is not actually half price.",False,"Buy one, get one free -- Economist Alex Tabarrok say the real deal with this offer is that the price already consider that two items are being sold. The price of “one” ain’t just the regular price; it usually go up when they do this buy one get one free thing. Even though you getting more bang for your buck than buying just one, it ain’t really half off.",True,
did han solo and princess leia get married,"Han Solo and Princess Leia got married, right?",True,"Solo family -- The Solo family is a fictional family of characters in the Star Wars franchise, whose most key member is smuggler Han Solo, one of the central protagonists of the franchise starting in the original film trilogy which he is featured prominently throughout. Subsequent to these films' events, Han marries Princess Leia, therefore connecting her family tree to his; their son Ben Solo is introduced in the 2015 film Star Wars: The Force Awakens.",True,"Solo family -- The Solo family be this made-up group of folks in the Star Wars series, right? The main dude is Han Solo, a smuggler who’s all up in the original trilogy and pretty central to the whole thing. After those movies, Han gets hitched to Princess Leia, linking up their family trees. They got a son named Ben Solo who pops up in the 2015 movie, Star Wars: The Force Awakens.",True,
is my brothers wife my husbands sister in law,"Nah, your brother's wife ain't your husband's sister-in-law. She your sister-in-law, but for your husband, she just your brother's wife.",True,"Sibling-in-law -- One's sibling-in-law is one's spouse's sibling, or one's sibling's spouse. By gender, this is specified as brother-in-law for one's spouse's brother, one's sibling's husband, or one's spouse's sibling's husband, and sister-in-law for the one's spouse's sister, one's sibling's wife, or one's spouse's sibling's wife.",False,"Sibling-in-law -- A sibling-in-law be like your spouse’s brother or sister, or your brother or sister’s spouse. You call them brother-in-law if it’s your spouse’s brother, your sibling’s husband, or your spouse’s sibling’s husband. And you call them sister-in-law if it’s your spouse’s sister, your sibling’s wife, or your spouse’s sibling’s wife.",True,
is super smash brothers ultimate a new game,"Super Smash Brothers Ultimate, it new or what?",True,"Super Smash Bros. Ultimate -- Super Smash Bros. Ultimate is an upcoming fighting game developed by Bandai Namco Studios and Sora Ltd. and published by Nintendo. It is the fifth installment in the Super Smash Bros. series, succeeding Super Smash Bros. for Nintendo 3DS and Wii U, and will be released for the Nintendo Switch on December 7, 2018.",False,"Super Smash Bros. Ultimate -- Aight, check it, Super Smash Bros. Ultimate finna be the new throwdown game whipped up by Bandai Namco Studios and Sora Ltd., and Nintendo gonna drop it. It's the fifth round in the Super Smash Bros. lineup, takin' over after Super Smash Bros. for Nintendo 3DS and Wii U. Y'all can grab it for the Nintendo Switch come December 7, 2018.",True,
is 44 special the same as 44 mag,"Nah, 44 special ain't the same as 44 mag.",False,".44 Magnum -- The .44 Magnum is based on a lengthened .44 Special case, loaded to higher pressures for greater velocity (and thus, energy). The .44 Magnum has since been eclipsed in power by the .454 Casull, and most recently by the .460 S&W Magnum and .500 S&W Magnum, among others; nevertheless, it has remained one of the most popular commercial large-bore magnum cartridges. When loaded to its maximum and with heavy, deeply penetrating bullets, the .44 Magnum cartridge is suitable for short-range hunting of all North American game--though at the cost of heavy recoil and muzzle flash when fired in handguns, less so in carbines and rifles.",False,".44 Magnum -- So check it, the .44 Magnum come from making the .44 Special case longer and loading it up with more pressure to get that speed and power up. But then, the .454 Casull came along and had even more juice. And don't even get me started on the .460 S&W Magnum and the .500 S&W Magnum; they out here too. But yo, the .44 Magnum still keepin' it real as one of the top dogs in them big-bore magnum cartridges that folks love to cop. When you pack this bad boy to the max with them heavy-duty bullets that go deep, the .44 Magnum is all you need for hunting everything North America got to offer, as long as you're cool with that big kick and flash it gives off when you shoot it from a handgun. It's a bit smoother in them carbines and rifles, though.",True,
is sidbi is a non banking financial institution,Is SIDBI a non-banking financial institution?,False,"Small Industries Development Bank of India -- In order to increase and support money supply to the MSE sector, it operates a refinance program known as Institutional Finance program. Under this program, SIDBI extends Term Loan assistance to Banks, Small Finance Banks and Non-Banking Financial Companies. Besides the refinance operations, SIDBI also lends directly to MSMEs.",False,"Small Industries Development Bank of India -- To boost and help with the money flow to the MSE sector, it got a refinance program called Institutional Finance program. Under this program, SIDBI gives out Term Loan help to Banks, Small Finance Banks, and Non-Banking Financial Companies. Aside from the refinance activities, SIDBI also gives loans directly to MSMEs.",False,
is love and other drugs a true story,"Is ""Love and Other Drugs"" based on a true story, or nah?",True,"Love & Other Drugs -- Love & Other Drugs is a 2010 American erotic romantic comedy-drama film directed, produced and co-written by Edward Zwick, based on the non-fiction book Hard Sell: The Evolution of a Viagra Salesman by Jamie Reidy. The film stars Jake Gyllenhaal and Anne Hathaway, who originally starred together in Brokeback Mountain; Oliver Platt, Hank Azaria, Josh Gad and Gabriel Macht also star. The film was released in the United States on November 26, 2010, received mixed reviews from critics and grossed $103 million.",False,"Love & Other Drugs -- Love & Other Drugs be that 2010 American erotic romantic comedy-drama movie directed, produced, and co-written by Edward Zwick. It's based off the non-fiction book called Hard Sell: The Evolution of a Viagra Salesman by Jamie Reidy. This film got Jake Gyllenhaal and Anne Hathaway in it, who both was in Brokeback Mountain before; you also got Oliver Platt, Hank Azaria, Josh Gad, and Gabriel Macht in the mix. The movie dropped in the United States on November 26, 2010, got some mixed reviews from them critics, and pulled in $103 million.",True,
is a defibrillator used to restart the heart,Do a defibrillator be used to restart the heart?,False,"Defibrillation -- As devices that can quickly produce dramatic improvements in patient health, defibrillators are often depicted in movies, television, video games and other fictional media. Their function, however, is often exaggerated, with the defibrillator inducing a sudden, violent jerk or convulsion by the patient; in reality, although the muscles may contract, such dramatic patient presentation is rare. Similarly, medical providers are often depicted defibrillating patients with a ``flat-line'' ECG rhythm (also known as asystole). This is not normal medical practice, as the heart cannot be restarted by the defibrillator itself. Only the cardiac arrest rhythms ventricular fibrillation and pulseless ventricular tachycardia are normally defibrillated. The purpose of defibrillation is to depolarize the entire heart all at once so that it is synchronized, in the hope that it will resume beating normally. Someone who is already in asystole cannot be helped by electrical means, and usually needs urgent CPR and intravenous medication. There are also several heart rhythms that can be ``shocked'' when the patient is not in cardiac arrest, such as supraventricular tachycardia and ventricular tachycardia that produces a pulse; this more-complicated procedure is known as cardioversion, not defibrillation.",False,"Defibrillators — These devices can make a big difference real quick for folks who sick. You might’ve seen 'em in movies or on TV where they make the patient jump like they got hit by lightning. But for real, though, it don't go down like that most times. The way Hollywood show it is extra; folks don't usually flip out that hard from it.

Also, you see doctors in shows using these on patients whose hearts got no beat on the monitor, flat-lining. That ain’t how it’s supposed to be done. Defibrillators ain't made to bring someone back from being flat-lined. They only work right for certain types of heart issues like ventricular fibrillation or pulseless ventricular tachycardia. Defibrillation’s main job is to get the heart’s rhythm right again, hoping it starts to beat proper after that.

If someone’s heart has stopped (asystole), zapping them ain’t gonna do nothing. They need CPR and medicine, stat. Plus, there are other heart problems where doctors might use a similar shock treatment when the person ain’t in full cardiac arrest, like with supraventricular tachycardia or ventricular tachycardia with a pulse",False,
