Passage Reference,Passage Hypothesis,Question Reference,Question Hypothesis,Passage BLEU_score,Question BLEU_score,Passage BLEU_score_under_10,Passage BLEU_score_under_20,Passage BLEU_score_under_30,Passage BLEU_score_under_50,Passage BLEU_score_under_70,Question BLEU_score_under_10,Question BLEU_score_under_20,Question BLEU_score_under_30,Question BLEU_score_under_50,Question BLEU_score_under_70
whispering -- whispering is an unvoiced mode of phonation in which the vocal folds (vocal cords) are abducted so that they do not vibrate; air passes between the arytenoid cartilages to create audible turbulence during speech. supralaryngeal articulation remains the same as in normal speech.,"whispering -- when you whisper, you ain’t using your vocal cords to make sound; they stay apart so they can't vibrate. instead, air just kinda moves through the gaps up in your throat, making a soft sound when you talk. even though you whispering, the way you shape your words up above your larynx don't change none from when you talk normal.",do you use your vocal cords to whisper,you use yo vocal cords when you whisper?,2.09635351488492,14.25876976452075,1,1,1,1,1,0,1,1,1,1
rubbing alcohol -- they are liquids used primarily as a topical antiseptic. they also have many industrial and household uses. the term ``rubbing alcohol'' has become a general non-specific term for either isopropyl alcohol (isopropanol) or ethyl alcohol (ethanol) rubbing-alcohol products.,"rubbing alcohol -- them liquids mainly used on the skin for cleaning wounds. they got a bunch of other uses too, in factories and around the house. folks generally call any type of isopropyl alcohol (isopropanol) or ethyl alcohol (ethanol) rubbing alcohol, no matter the specifics.",is ethyl alcohol the same as rubbing alcohol,is ethyl alcohol the same thing as rubbing alcohol?,23.97412449154751,52.53819788848316,0,0,1,1,1,0,0,0,0,1
"blue ridge mountains -- the blue ridge mountains are a physiographic province of the larger appalachian mountains range. this province consists of northern and southern physiographic regions, which divide near the roanoke river gap. the mountain range is located in the eastern united states, starting at its southernmost portion in georgia, then ending northward in pennsylvania. to the west of the blue ridge, between it and the bulk of the appalachians, lies the great appalachian valley, bordered on the west by the ridge and valley province of the appalachian range.","blue ridge mountains -- aight, so the blue ridge mountains are part of the big appalachian mountains. this area got two main parts, the northern and southern regions, and they split right around where the roanoke river is. these mountains stretch all through the eastern u.s., starting down in georgia and going all the way up to pennsylvania. on the west side of the blue ridge, you got the great appalachian valley, and that's right between the blue ridge and the main part of the appalachians, bordered on the west by the ridge and valley area of the appalachian range.",is the blue ridge mountains part of the appalachians,is the blue ridge mountains part of the appalachians?,30.425652054206093,88.01117367933934,0,0,0,1,1,0,0,0,0,0
"supremacy clause -- the supremacy clause of the united states constitution (article vi, clause 2) establishes that the constitution, federal laws made pursuant to it, and treaties made under its authority, constitute the supreme law of the land. it provides that state courts are bound by the supreme law; in case of conflict between federal and state law, the federal law must be applied. even state constitutions are subordinate to federal law. in essence, it is a conflict-of-laws rule specifying that certain federal acts take priority over any state acts that conflict with federal law. in this respect, the supremacy clause follows the lead of article xiii of the articles of confederation, which provided that ``every state shall abide by the determination of the united states in congress assembled, on all questions which by this confederation are submitted to them.'' a constitutional provision announcing the supremacy of federal law, the supremacy clause assumes the underlying priority of federal authority, at least when that authority is expressed in the constitution itself. no matter what the federal government or the states might wish to do, they have to stay within the boundaries of the constitution. this makes the supremacy clause the cornerstone of the whole american political structure.","supremacy clause -- so check it, the supremacy clause in the u.s. constitution (article vi, clause 2) is where it's laid out that the constitution, federal laws made under it, and treaties done under its authority, are the top laws in the country. it's saying that state courts gotta stick to this top law; if there’s a clash between federal and state law, federal law wins out. even state constitutions gotta bow down to federal law. basically, this rule is about making sure that federal acts are above any state acts that try to go against them. this whole idea started back with article xiii of the articles of confederation, which was like “every state gotta listen to what the united states in congress assembled decides on stuff that this confederation covers.” the supremacy clause is all about putting federal law first, showing that federal power is the main thing when it’s spelled out in the constitution. no matter what the feds or the states wanna do, they gotta play by the constitution’s rules. this is what makes the supremacy clause so key to the whole setup of how america runs politically.",do supreme court rulings apply to all states,do supreme court rulings apply to erry state?,27.538328339951292,58.73949094699213,0,0,1,1,1,0,0,0,0,1
"categorical variable -- as a result, the central tendency of a set of categorical variables is given by its mode; neither the mean nor the median can be defined. as an example, given a set of people, we can consider the set of categorical variables corresponding to their last names. we can consider operations such as equivalence (whether two people have the same last name), set membership (whether a person has a name in a given list), counting (how many people have a given last name), or finding the mode (which name occurs most often). however, we cannot meaningfully compute the ``sum'' of smith + johnson, or ask whether smith is ``less than'' or ``greater than'' johnson. as a result, we cannot meaningfully ask what the ``average name'' (the mean) or the ``middle-most name'' (the median) is in a set of names.","categorical variable -- so check it, when we talk about the central tendency of a set of categorical variables, we talking about the mode; you can't even define the mean or the median. for instance, if you look at a group of folks, you can peep the categorical variables like they last names. you can do stuff like check if two people got the same last name, see if a person's name is in a specific list, count how many folks share the same last name, or find out which name pops up the most. but nah, you can't just add up something like smith + johnson, nor can you say if smith is less than or greater than johnson. so, it don’t make no sense to even ask what the average name (the mean) or the middle-most name (the median) is in a set of names.",can you define a median for an unordered categorical variable,"nah, you can't define a median for an unordered categorical variable, fam. median needs stuff to be in order, like numbers or somethin' that can be ranked. unordered categories ain’t got no natural order, so it don’t work out. you might wanna look into different stats or methods that fit better for the type of data you workin' with.",22.335325344886563,10.336578482908822,0,0,1,1,1,0,1,1,1,1
"double-barrelled name -- in the western tradition of surnames, there are several types of double surname (also double-barrelled surname). if the two names are joined with a hyphen, it may also be called a hyphenated surname.","double-barrelled name -- in how folks in the west got their last names, there's a few kinds of double surnames (also known as double-barrelled surnames). if the two names are connected with a hyphen, it might also be called a hyphenated surname.",do double barrelled names have to be hyphenated,do double barrelled names gotta have a hyphen?,39.39941010371037,31.55984539112946,0,0,0,1,1,0,0,0,1,1
"phasianidae -- the phasianidae are a family of heavy, groundliving birds which includes pheasants, partridges, junglefowl, chickens, turkey birds, old world quail, and peafowl. the family includes many of the most popular gamebirds. the family is a large one, and is occasionally broken up into two subfamilies, the phasianinae, and the perdicinae. sometimes, additional families and birds are treated as part of this family. for example, the american ornithologists' union includes tetraonidae (grouse), numididae (guineafowl), and meleagrididae (turkeys) as subfamilies in phasianidae.","phasianidae -- so check it, phasianidae is this big family of birds that mostly stay on the ground and they heavy too. we talkin' about birds like pheasants, partridges, junglefowl, chickens, them big ol' turkey birds, old world quail, and peafowl. all these birds are some of the favorite ones folks like to hunt. this family is huge, right? and sometimes, folks split it into two smaller groups, called subfamilies: phasianinae and perdicinae. plus, there be times when other bird families and types get lumped in with phasianidae too. for instance, the american ornithologists' union, they throw in tetraonidae (which is grouse), numididae (them guineafowl), and meleagrididae (which is turkeys) as part of this big family.",are turkeys and peacocks in the same family,do turkeys and peacocks come from the same fam?,26.38793709499463,19.64073254502565,0,0,1,1,1,0,1,1,1,1
"list of sole survivors of airline accidents or incidents -- in the history of aviation, there have been a small number of ``sole survivors'' of airline crashes. lone survivors are often left with physical and psychological injuries. the youngest sole survivor is chanayuth nim-anong who on 3 september 1997, survived a crash when he was just 14 months old. he was the sole survivor of vietnam airlines flight 815, which had 65 deaths in total. the oldest sole survivor is alexander sizov, who survived a crash at 52 years old. he was the sole survivor (and a crew member) of the lokomotiv yaroslavl plane crash, which crashed on 7 september 2011, with 44 fatalities.","list of only survivors from airline crashes or incidents -- throughout the history of flying, there's a few cases where there was just one survivor from a plane crash. these sole survivors usually end up with both body injuries and mental scars. the youngest one ever is chanayuth nim-anong who survived a crash on september 3, 1997, when he was only 14 months old. he was the only person to make it out of vietnam airlines flight 815, which had 65 people pass away. the oldest sole survivor is alexander sizov, who made it through a crash at 52 years old. he was the only survivor (and also a crew member) of the lokomotiv yaroslavl plane crash, which happened on september 7, 2011, with 44 people losing their lives.",has anyone ever survived a commercial plane crash,anybody eva made it out a commercial plane crash?,40.75805260269634,26.269098944241588,0,0,0,1,1,0,0,1,1,1
"automatic number-plate recognition -- the home office states the purpose of automatic number plate recognition in the united kingdom is to help detect, deter and disrupt criminality including tackling organised crime groups and terrorists. vehicle movements are recorded by a network of nearly 8000 cameras capturing between 25 and 30 million anpr 'read' records daily. these records are stored for up to two years in the national anpr data center, which can be accessed, analysed and used as evidence as part of investigations by uk law enforcement agencies.","automatic number-plate recognition -- the home office say they use automatic number plate recognition in the uk to help spot, stop, and shake up crime, including breaking down organized crime groups and terrorists. cars moving around get tracked by nearly 8000 cameras that scoop up between 25 and 30 million anpr 'read' records every day. these records get kept for up to two years in the national anpr data center, which law enforcement in the uk can tap into, check out, and use as proof when they digging into cases.",do police cars automatically scan license plates uk,do police cars automatically scan license plates in the uk?,37.49470878994891,59.00468726392806,0,0,0,1,1,0,0,0,0,1
"universal background check -- currently, federal law requires background checks (through the national instant criminal background check system) only for guns sold through licensed firearm dealers, which account for 78% of all gun sales in the united states. this figure was published in a 2017 study by the annals of internal medicine which compared data from 1994, indicating 40% of recent gun acquisitions were completed without a background check, to a 2015 survey which found that 22% of recent gun transfers (purchased and nonpurchased) were completed without a background check. the current federal law allows people not ``engaged in the business'' of selling firearms to sell firearms without a license or records. the coalition to stop gun violence (csgv) states that the national instant criminal background check system has prevented over two million felons and other prohibited persons from purchasing firearms. according to the csgv, the law also has a prohibitive effect, that deters illegal purchases.","universal background check -- right now, the federal law make it so you gotta have background checks (through the national instant criminal background check system) only when you buy guns from licensed firearm dealers, and that's like 78% of all gun sales in the u.s. this info comes from a 2017 study by the annals of internal medicine. they looked at data from back in 1994, showing that 40% of gun buys were done without no background check, and then compared it to a 2015 survey where about 22% of gun transfers (both bought and given) were done without checks. the way the law set up now lets folks who ain't really in the gun selling business sell guns without needing a license or keeping records. the coalition to stop gun violence (csgv) say that the national instant criminal background check system has stopped over two million felons and other folks who shouldn't have guns from getting them. according to the csgv, this law also helps scare off illegal purchases.",are there background checks for guns in america,do they check yo background when you buy a gun in america?,38.23785443218672,6.837203339116283,0,0,0,1,1,1,1,1,1,1
untranslated region -- it is important to distinguish the 5' and 3' utrs from other non-protein-coding rna. within the coding sequence there can be found sections of rna that will not be included in the protein product. these sections of rna are called introns. the rna that results from rna splicing are called exons. the reason why introns are not considered untranslated regions is that the introns are spliced out in the process of rna splicing. the introns are not included in the mature mrna molecule.,"aight, so check it, it's crucial to know the difference between the 5' and 3' utrs and other types of non-protein-coding rna. now, in the coding sequence, you got pieces of rna that ain't gon' be part of the final protein – dem called introns. them introns get chopped out during the rna splicing. the parts that stick around and end up in the final product? those are the exons. so, don't mix up introns with untranslated regions, 'cause introns get cut out and ain't part of the mature mrna that gets made.",is 5' utr present in mature mrna,do mature mrna still got that 5' utr?,13.087705658910643,13.485111859503691,0,1,1,1,1,0,1,1,1,1
"county clare -- county clare (irish: contae an chláir) is a county in ireland, in the mid-west region and the province of munster, bordered on the west by the atlantic ocean. there is debate if it should be historically considered a part of connacht. clare county council is the local authority. the county had a population of 117,196 at the 2011 census. the county town and largest settlement is ennis.","county clare (irish: contae an chláir) be a county up in ireland, right there in the mid-west region and the province of munster, and it's bordered on the west by the atlantic ocean. folks been discussin' if it should be historically considered a part of connacht. clare county council run things locally. the county had about 117,196 folks living there as of the 2011 census. the biggest town and the main hub is ennis.",is co clare in the republic of ireland,"co clare in the republic of ireland, right?",55.78677680824237,63.894310424627285,0,0,0,0,1,0,0,0,0,1
"1970s energy crisis -- the 1970s energy crisis was a period when the major industrial countries of the world, particularly the united states, canada, western europe, japan, australia, and new zealand, faced substantial petroleum shortages, real and perceived, as well as elevated prices. the two worst crises of this period were the 1973 oil crisis and the 1979 energy crisis, when the yom kippur war and the iranian revolution triggered interruptions in middle eastern oil exports.","1970s energy crisis -- back in the 1970s, there was this big energy crisis where all the major industrial countries, especially the united states, canada, western europe, japan, australia, and new zealand, were struggling with not having enough petroleum. they were dealing with real shortages and the prices were way up. the roughest times were during the 1973 oil crisis and the 1979 energy crisis. these happened because of the yom kippur war and the iranian revolution, which messed up the oil exports from the middle east.",were the two oil crisis in the 1970s,was there two oil crises in the 1970s?,39.94095924869081,22.31618068926665,0,0,0,1,1,0,0,1,1,1
shades of blue -- navy blue is a shade of the standard (h = 240°) blue. navy blue got its name from the dark blue (contrasted with white) worn by officers in the british royal navy since 1748 (originally called marine blue before 1840) and subsequently adopted by other navies around the world.,"different kinds of blue -- navy blue is a type of the regular blue (h = 240°). navy blue was named after the dark blue uniforms (mixed with white) that officers in the british royal navy wore starting back in 1748 (they called it marine blue before 1840) and later on, navies all over the world started wearing it too.",is royal blue the same as navy blue,is royal blue the same as navy blue?,34.70427764142559,86.33400213704509,0,0,0,1,1,0,0,0,0,0
"chickpea -- the chickpea or chick pea (cicer arietinum) is a legume of the family fabaceae, subfamily faboideae. its different types are variously known as gram or bengal gram, garbanzo or garbanzo bean, and egyptian pea. its seeds are high in protein. it is one of the earliest cultivated legumes: 7500-year-old remains have been found in the middle east. in 2016, india produced 64% of the world's total chickpeas.","chickpea -- the chickpea, also called chick pea (cicer arietinum), belong to the legume family, specifically the fabaceae and subfamily faboideae. people know it by different names, like gram or bengal gram, garbanzo or garbanzo bean, and egyptian pea. the seeds got a lot of protein. it's one of the oldest legumes folks started growing: they found 7500-year-old remains in the middle east. back in 2016, india was handling business, producing 64% of all the chickpeas in the world.",are garbanzo beans and chick peas the same,"yeah, garbanzo beans and chickpeas the same thing, fam.",35.0876259285766,15.851165692617148,0,0,0,1,1,0,1,1,1,1
"flounder -- in its life cycle, an adult flounder has two eyes on one side of its head, and at hatching one eye is on each side of its head. one eye migrates to the other side of the body through a metamorphosis as it grows from larval to juvenile stage. as an adult, a flounder changes its habits and camouflages itself by lying on the bottom of the ocean floor as protection against predators. as a result, the eyes are then on the side which faces up. the side to which the eyes migrate is dependent on the species type.","flounder -- check it, when a flounder gets grown, it rocks two eyes on the same side of its head. but peep this, when they first hatch, they got one eye on each side. as they grow from a lil’ larva to a youngin’, one of them eyes moves over to the other side through some wild changes. when they hit grown folk status, flounders switch it up, laying flat on the ocean floor. they do this slick move to blend in and dodge predators. so, both eyes end up on the side that’s facing up. now, which side them eyes go to? well, that depends on what type of flounder it is.",are flounders born with eyes on both sides,do flounders start off wit eyes on both sides?,10.773374994384051,27.77619034011791,0,1,1,1,1,0,0,1,1,1
"the american president -- an extensive white house set, of both the east and west wings, was built on the castle rock entertainment lot in culver city. the set's oval office was later reused for the films nixon and independence day.",the american president -- they built a big ol' set for both the east and west wings of the white house over at the castle rock entertainment lot in culver city. they even used the oval office set again for the movies nixon and independence day.,was the american president filmed in the white house,"was the movie ""the american president"" shot in the white house?",42.34475605278633,27.82462328835315,0,0,0,1,1,0,0,1,1,1
"emma swan -- in the past, emma is shown to share her concerns with hook about henry growing up while contemplating having another child. later, henry chooses to go to other realms in search of his story, and meets another version of cinderella, whom he falls in love with. in that time, emma becomes pregnant with her second child and goes to answer henry's distress call along with killian and regina, with the former insisting she rest. wish hook, however, shows up and knocks out hook, taking his place in hopes of traveling to storybrooke with emma and finding a cure for his poisoned heart. hook manages to recover and fights wish hook, until the latter accidentally stabs himself with a dagger. as he lays dying, he admits to having a daughter and that he was searching for her. however, emma manages to heal him and convinces him to travel with henry in search of both their happy endings. she later leaves with her husband back to storybrooke.","emma swan -- back in the day, emma was talking with hook about how henry getting older and thinking 'bout having another kid. later on, henry decides to head out to different realms to find his own story and ends up meeting a different version of cinderella, who he falls for. meanwhile, emma finds out she’s expecting again and heads off to help henry after he sends out a distress call, with killian and regina tagging along. killian keeps telling her to take it easy. but then, wish hook shows up, knocks out the real hook, and tries to take his place so he can roll with emma to storybrooke to find a cure for his sick heart. the real hook gets back on his feet and ends up fighting wish hook, who accidentally stabs himself. as he’s dying, he spills that he got a daughter and was looking for her. but emma saves him and gets him to join henry on his quest for a happy ending. after all that, she heads back to storybrooke with her man.",does emma in once upon a time find love,do emma from once upon a time find love?,11.386926167609664,53.7284965911771,0,1,1,1,1,0,0,0,0,1
"cell (biology) -- the cell (from latin cella, meaning ``small room'') is the basic structural, functional, and biological unit of all known living organisms. a cell is the smallest unit of life that can replicate independently, and cells are often called the ``building blocks of life''. the study of cells is called cell biology.","cell (biology) -- a cell, comin' from the latin word cella which mean small room, is the basic structural, functional, and biological unit of all known livin' things. it's the tiniest unit of life that can make copies of itself on its own, and folks often refer to cells as the building blocks of life. when you study cells, that's known as cell biology.",cells are the basic unit of life and in all organisms,cells da basic unit of life in all organisms,32.661563509094286,35.7388011362912,0,0,0,1,1,0,0,0,1,1
"pete's dragon (2016 film) -- in the years that follow, grace and jack marry and adopt pete as their son. not only has elliot slowly faded from the town's memory, but gavin has learned to be more scrupulous and has moved on from the experience. pete and his family eventually go on vacation, and see that elliot is finally reunited with his fellow dragons.","in the years after, grace and jack tie the knot and take pete in as they own kid. not only has elliot kinda slipped folks’ minds around town, but gavin done got himself together and moved past all that drama. pete and his fam go on vacation, and peep that elliot finally got back with his dragon crew.",does pete's dragon die in the movie,do pete's dragon die in the movie?,21.599276296125105,68.037493331712,0,0,1,1,1,0,0,0,0,1
"insurance bad faith -- if an insurance company violates that covenant, the insured person (or ``policyholder'') may sue the company on a tort claim in addition to a standard breach of contract claim. the contract-tort distinction is significant because as a matter of public policy, punitive or exemplary damages are unavailable for contract claims, but are available for tort claims. in addition, consequential damages for breach of contract are traditionally subject to certain constraints not applicable to tort actions (see hadley v. baxendale). the result is that a plaintiff in an insurance bad faith case may be able to recover an amount larger than the original face value of the policy, if the insurance company's conduct was particularly egregious.","insurance bad faith — if an insurance company don't do right by the agreement, the person with the insurance (or policyholder) can take them to court not just for breaking the contract, but also on a tort claim. the difference between a contract and a tort claim matters a lot because, by law, you can't get punitive or extra damages for contract issues, but you can for tort issues. plus, the money you can get for a contract breach is limited in ways that don't apply to tort cases (check out hadley v. baxendale). this means that if an insurance company really messed up, the person suing might get more money than what the policy was originally worth.",can i sue my insurance company for bad faith,can i take my insurance company to court for playin' games?,13.01124719553058,16.59038701421971,0,1,1,1,1,0,1,1,1,1
"international recognition of the state of palestine -- as of 3 august 2018, 137 of the 193 member states of the united nations and two non-member states have recognized the state of palestine. many of the countries that do not recognize the state of palestine nevertheless recognize the plo as the ``representative of the palestinian people''. on 29 november 2012, the un general assembly passed a motion changing palestine's ``entity'' status to ``non-member observer state'' by a vote of 138 to 9, with 41 abstentions.","so, check it out, as of august 3, 2018, 137 outta the 193 countries in the united nations, plus two other countries, done recognized the state of palestine. now, there's a bunch of other countries that ain't recognizing the state of palestine yet, but they still giving props to the plo as the folks who speak for the palestinian people. back on november 29, 2012, the united nations general assembly made a move to change palestine from just being an entity to being a non-member observer state. this vote went down with 138 in favor, 9 against, and 41 sitting on the fence.",is palestine a member state of the un,"palestine, is it a member state of the un or nah?",14.007525599954882,40.89601472043678,0,1,1,1,1,0,0,0,1,1
"star trek: discovery -- star trek: discovery is an american television series created for cbs all access by bryan fuller and alex kurtzman. it is the first series developed specifically for that service, and the first star trek series since star trek: enterprise concluded in 2005. set roughly a decade before the events of the original star trek series and separate from the timeline of the concurrently produced feature films, discovery explores the federation--klingon war while following the crew of the uss discovery. gretchen j. berg and aaron harberts serve as showrunners on the series, with producing support from akiva goldsman.","star trek: discovery -- star trek: discovery a show that they made just for cbs all access, by bryan fuller and alex kurtzman. it's the first new star trek show since star trek: enterprise wrapped up in 2005. this series is set about ten years before the old-school star trek, and it don't mix with the movie timeline that's going on at the same time. the show digs into the beef between the federation and the klingons, all while we ride along with the folks on the uss discovery. gretchen j. berg and aaron harberts are the big bosses running the show, and they got akiva goldsman helping them out with producing.",is there a new star trek series on tv,they got a new star trek series on tv or nah?,29.402864483930678,51.56626918239821,0,0,1,1,1,0,0,0,0,1
the death and life of charlie st. cloud -- the death and life of charlie st. cloud is a 2004 novel by ben sherwood. it is a fictional fable about an extraordinary experience of a man called charlie st. cloud who is resuscitated following a car accident that kills his brother.,the death and life of charlie st. cloud -- the death and life of charlie st. cloud is a 2004 book by ben sherwood. it's a made-up story 'bout this wild experience of a dude named charlie st. cloud who comes back to life after a car crash that took his brother's life.,was charlie st cloud based on a true story,"nah, ""charlie st. cloud"" ain't based on no true story. it's all fiction, from a book by ben sherwood.",51.37372268332622,5.37733638508063,0,0,0,0,1,1,1,1,1,1
race (film series) -- producer ramesh s.taurani and director remo d'souza have hinted that race 4 will go on floor in 2020 with some new characters and a new plot.,race (film series) -- producer ramesh s. taurani and director remo d'souza done hinted that race 4 finna start up in 2020 wit some new folks and a fresh story.,is there going to be a race 4,they finna have a fourth race?,53.34699849219198,6.770186228657864,0,0,0,0,1,1,1,1,1,1
"gun laws in alabama -- firearms are prohibited from certain places, including demonstrations. possession of firearms is prohibited on the premises of public schools by persons with intent to do bodily harm and those who do not have an alabama pistol permit. open carry on foot is generally allowed without a license, withstanding other applicable laws. as of aug. 1, 2013, transportation of an unloaded handgun in a vehicle is allowed without an alabama pistol permit if you are legally permitted to possess the handgun, and the handgun is locked away from immediate reach of all passengers. carrying a handgun on premises that are not owned or under the control of the possessor is prohibited unless the person has a valid concealed handgun license.","out in alabama, you can’t be bringing guns to certain spots like protests. if you tryna carry a gun on school grounds wanting to hurt someone, or if you ain’t got no alabama pistol permit, that’s a no-go. you can open carry when you walking around most times without needing any special license, but you still gotta mind other laws. since august 1, 2013, you can have an unloaded handgun in your ride as long as it's locked up somewhere hard to get to, and you gotta be legally allowed to have that handgun. but, if you're on property you don’t own or control, you can't carry a handgun unless you got a proper concealed handgun license.",can i carry a handgun in my car in alabama,can i keep a handgun in my whip in alabama?,9.074593540498558,31.7023313852343,1,1,1,1,1,0,0,0,1,1
"avengers: infinity war -- in a post-credits scene, nick fury transmits a signal as he, maria hill, and others disintegrate. the transmitter displays a starburst insignia on a red-and-blue background.","avengers: infinity war -- in dat post-credits scene, nick fury be sendin' out a signal while he, maria hill, and others start vanishin'. the transmitter show a starburst logo on a red-and-blue background.",is there a clip at the end of inifinity war,do infinity war got a clip at the end?,49.802636276388846,41.11336169005198,0,0,0,1,1,0,0,0,1,1
"the mortal instruments -- the mortal instruments is a series of six young adult fantasy novels written by cassandra clare, the last of which was published on may 27, 2014. the mortal instruments is chronologically the third series of a proposed five in the shadowhunter chronicles but it was the first one published. it follows clary fray (who interacts with a group of nephilim known as shadowhunters) while also discovering her own half-angel heritage. the shadowhunters protect the world of mundane people, who are also called mundanes or ``mundies'', from dark forces from beyond their world.","the mortal instruments -- aight, so check it out, the mortal instruments is this dope set of six young adult fantasy books written by cassandra clare, with the last one droppin' on may 27, 2014. even though it's the third series in the lineup for the shadowhunter chronicles, it was the first one that hit the streets. it's all about this girl clary fray who gets mixed up with these nephilim called shadowhunters while she’s figuring out her own half-angel roots. these shadowhunters, they on duty to protect regular folks, called mundanes or mundies, from some evil forces creepin' in from their world.",is there a book 7 of the mortal instruments,"ain't no book 7 in the mortal instruments series, fam. it wrap up with book 6, ""city of heavenly fire."" but if you still lookin' for more, peep the spin-offs like ""the dark artifices"" or other books by cassandra clare.",24.592967455470745,3.5721882074539613,0,0,1,1,1,1,1,1,1,1
"united states virgin islands -- the united states virgin islands (usvi; also called the american virgin islands), officially the virgin islands of the united states, is a group of islands in the caribbean and an unincorporated and organized territory of the united states. the islands are geographically part of the virgin islands archipelago and are located in the leeward islands of the lesser antilles.","united states virgin islands -- aight, so the united states virgin islands (usvi), sometimes folks call it the american virgin islands, right? officially, it's named the virgin islands of the united states. these islands are a bunch in the caribbean and they ain't their own country or nothing; they an unincorporated and organized territory of the united states. geographically, they part of the virgin islands archipelago and sit in the leeward islands of the lesser antilles.",is the virgin island part of the us,is the virgin islands part of the us?,48.617485340294486,43.167001068522545,0,0,0,1,1,0,0,0,1,1
"taco bell -- taco bell has attempted to enter the mexican market twice. after a highly publicised launch in mexico city in 1992, all the restaurants were closed two years later. in september 2007, taco bell returned to monterrey, projecting an american image with an americanized menu that included french fries, but it closed in january 2010 due to low patronage.","taco bell -- so, taco bell tried to set up shop in mexico not once, but twice. first time, they popped up in mexico city in '92, got a lot of hype, but shut everything down by '94. then, in september 2007, they gave it another shot in monterrey, trying to sell themselves as this american spot, even threw in some french fries on the menu. but come january 2010, they had to close up again 'cause folks weren't really coming through.",is there a taco bell in mexico city,do they got a taco bell in mexico city?,9.428307257739773,51.697315395717055,1,1,1,1,1,0,0,0,0,1
"puget sound -- puget sound /ˈpjuːdʒɪt/ is a sound along the northwestern coast of the u.s. state of washington, an inlet of the pacific ocean, and part of the salish sea. it is a complex estuarine system of interconnected marine waterways and basins, with one major and two minor connections to the open pacific ocean via the strait of juan de fuca--admiralty inlet being the major connection and deception pass and swinomish channel being the minor.","puget sound -- puget sound /ˈpjuːdʒɪt/ be a sound along the northwestern coast of washington state in the u.s., right by the pacific ocean, and it's part of the salish sea. it's a complex estuarine system full of interconnected marine waterways and basins, with one major and two minor connections to the open pacific ocean through the strait of juan de fuca. the main connection is admiralty inlet, and the smaller ones are deception pass and swinomish channel.",is puget sound part of the pacific ocean,is puget sound part of the pacific ocean?,58.23528636565832,86.33400213704509,0,0,0,0,1,0,0,0,0,0
"list of california hurricanes -- a california hurricane is a tropical cyclone that affects the state of california. usually, only the remnants of tropical cyclones affect california. since 1900, only two tropical storms have hit california, one by direct landfall from offshore, another after making landfall in mexico.","list of california hurricanes -- a california hurricane be a tropical cyclone that hit up california. mostly, it's just the remnants of tropical cyclones that touch california. since 1900, only two tropical storms done reached california, one came straight from the sea, the other landed in mexico first.",has california ever been hit by a hurricane,california ever got hit by a hurricane?,42.606021507970674,41.11336169005198,0,0,0,1,1,0,0,0,1,1
"wolfdog -- a wolfdog is a canine produced by the mating of a domestic dog (canis lupus familiaris) with a gray wolf (canis lupus), or by mating a domestic dog with either the eastern timber wolf (canis lycaon), red wolf (canis rufus), or ethiopian wolf (canis simensis) to produce a hybrid.","wolfdog -- a wolfdog is a mix breed dog that come from breeding a domestic dog (canis lupus familiaris) with a gray wolf (canis lupus), or by mating a domestic dog with either the eastern timber wolf (canis lycaon), red wolf (canis rufus), or ethiopian wolf (canis simensis) to make a hybrid.",can you crossbreed a wolf with a dog,can you mix a wolf wit a dog?,82.79480216928901,16.51582159006904,0,0,0,0,0,0,1,1,1,1
"the tunnel (tv series) -- the renewal for a third and final series was announced on 20 january 2017 entitled the tunnel: vengeance and consisting of six episodes. it began filming in march 2017 and premiered on sky atlantic on 14 december 2017, with all episodes released on the same day. canal+ did not announce a corresponding date for france at the time of the uk release. season 3 premiered on canal+ on 4 june 2018.","the tunnel (tv series) -- they said they was bringin' back the tunnel for one last time on january 20, 2017, callin' it the tunnel: vengeance, and it got six episodes. they started shootin' in march 2017 and it first showed up on sky atlantic on december 14, 2017, droppin' all them episodes at once. canal+ ain't set no date for when it was gonna come out in france when the uk got it. but then, season 3 popped off on canal+ on june 4, 2018.",will there be a fourth series of the tunnel,they gon' make a fourth series of the tunnel or nah?,20.718297546248703,41.72261448611505,0,0,1,1,1,0,0,0,1,1
"deterministic finite automaton -- the figure illustrates a deterministic finite automaton using a state diagram. in the automaton, there are three states: s, s, and s (denoted graphically by circles). the automaton takes a finite sequence of 0s and 1s as input. for each state, there is a transition arrow leading out to a next state for both 0 and 1. upon reading a symbol, a dfa jumps deterministically from one state to another by following the transition arrow. for example, if the automaton is currently in state s and the current input symbol is 1, then it deterministically jumps to state s. a dfa has a start state (denoted graphically by an arrow coming in from nowhere) where computations begin, and a set of accept states (denoted graphically by a double circle) which help define when a computation is successful.","deterministic finite automaton -- this diagram show a deterministic finite automaton with a state diagram. it got three states: s, s, and s (they shown as circles). this automaton takes in a series of 0s and 1s. for every state, there's a transition arrow that points to the next state for both 0 and 1. when it reads a symbol, a dfa switches from one state to the next by following the transition arrow. like, if the automaton is in state s and it reads a 1, it moves straight to state s. a dfa starts at a start state (you can tell 'cause there's an arrow pointing to it from nowhere), and it got accept states too (these marked by a double circle) that show when the computation is done right.",can a dfa have more than one final state,can a dfa have multiple final states?,36.353275907111914,32.260135189272866,0,0,0,1,1,0,0,0,1,1
