Reference,Hypothesis,BLEU_score,BLEU_under_10,BLEU_under_20,BLEU_under_30,BLEU_under_50,BLEU_under_70
from the clumsy cliché of the ugly american ,from the clumsy cliché of the ugly american,100.00000000000004,0,0,0,0,0
a beautiful food entrée ,a fine food entrée,35.35533905932737,0,0,0,1,1
us a slice of life that 's very different from our own and yet instantly recognizable ,show us a piece of life that's way different from ours but still we can spot it right away,7.012887580040736,1,1,1,1,1
the passive-aggressive psychology of co-dependence ,the passive-aggressive psychology of co-dependence,100.00000000000004,0,0,0,0,0
does not live up to its style ,ain't as fly as it look,0.0,1,1,1,1,1
scenes of cinematic perfection ,scenes of movie perfection,35.35533905932737,0,0,0,1,1
love liza 's tale ,love liza's story,19.716118825581447,0,1,1,1,1
"the type of film about growing up that we do n't see often enough these days : realistic , urgent ","the type of film about growing up we don't see enough these days: realistic, urgent",60.36157338087696,0,0,0,0,1
"first , for a movie that tries to be smart , it 's kinda dumb . ","first, for a movie that be tryna be smart, it's kinda dumb.",46.17268461265338,0,0,0,1,1
go see this delightful comedy . ,go see dis delightful comedy.,37.99178428257963,0,0,0,1,1
worst sense ,worst sense,100.00000000000004,0,0,0,0,0
propelled by the acting ,driven by da actin',15.97357760615681,0,1,1,1,1
presents us with an action movie that actually has a brain . ,gives us an action movie that actually got some sense.,34.84694488743309,0,0,0,1,1
"human nature is a goofball movie , in the way that malkovich was , but it tries too hard ","human nature a goofball movie, like how malkovich was, but it be tryin' too hard.",37.192780061869,0,0,0,1,1
overplayed ,played out,0.0,1,1,1,1,1
should be poignant ,'posed to hit deep,0.0,1,1,1,1,1
"'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . ","'' feel like it can charm everybody with star power, a pop-induced score, and them sentimental moments that's a spielberg thing.",30.613764799393028,0,0,0,1,1
visceral and dangerously honest revelations about the men and machines behind the curtains of our planet ,deep and straight-up honest reveals 'bout the dudes and machines behind the scenes of our world.,18.842393723950345,0,1,1,1,1
kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ,kirshner and monroe tryna outdo each other in who can act the worst.,12.426791424793043,0,1,1,1,1
mug shots ,mug shots,100.00000000000004,0,0,0,0,0
the barbarism of ` ethnic cleansing ,the barbarism of ` ethnic cleansing,100.00000000000004,0,0,0,0,0
another masterpiece ,anotha masterpiece,49.99999999999999,0,0,0,1,1
an incredibly layered and stylistic film ,a real deep and stylish movie,8.116697886877475,1,1,1,1,1
a classic story ,a classic story,100.00000000000004,0,0,0,0,0
daring ,bold,0.0,1,1,1,1,1
wo n't feel cheated by the high infidelity of unfaithful . ,ain't gon feel cheated by the high infidelity of unfaithful.,78.60753021519781,0,0,0,0,0
haute ,"i ain't got no translation for haute alone, 'cause that word by itself don't directly translate to a specific aave term.",1.6466642419110007,1,1,1,1,1
convey a strong sense of the girls ' environment . ,show real strong how them girls be livin'.,5.61480827173619,1,1,1,1,1
ugly and ,ugly and,100.00000000000004,0,0,0,0,0
"a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick ","a trip that took almost thirty years of both good and tough times together and history, where we feel like we really understand what makes holly and marina tick.",22.095731396358676,0,0,1,1,1
any insight ,any tea?,27.516060407455225,0,0,1,1,1
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility . ,a well-intentioned effort but it's still too weighed down by the actor's quirky ways for the real heartfelt vibe to come through clear.,8.992927659556996,1,1,1,1,1
"passionate , tumultuous affair ","passionate, wild thang",31.947155212313625,0,0,0,1,1
"the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name ","the type of under-inspired, overblown thing that make hollywood sequels look bad",23.566578558703185,0,0,1,1,1
an enjoyable experience . ,a good time.,15.97357760615681,0,1,1,1,1
"'ve had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama . ","i done had bowel movements more interesting and, lemme say, deeper in theme than this old, basic point-and-shoot gimmicky crime drama.",16.420992228008934,0,1,1,1,1
is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents . ,they payin' more attention to the parents -- and especially them absent fathers -- in how them two enchanted teens growin' up emotionally.,25.941807523237596,0,0,1,1,1
well to cram earplugs ,i ain't hear that.,0.0,1,1,1,1,1
who is simply tired ,who jus' tired,24.840753130578644,0,0,1,1,1
"it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin ","it's the lil nuances that maybe had to slip by director mark romanek's self-conscious scrutiny to happen, that finally get under yo skin.",38.532350594680075,0,0,0,1,1
both convincing and radiant ,both convincin' and radiant,35.35533905932737,0,0,0,1,1
smart and dark - ,smart and dark - smart and dark,41.11336169005198,0,0,0,1,1
emaciated flick ,translation goes here: skinny movie,0.0,1,1,1,1,1
"jim brown treats his women -- as dumb , credulous , unassuming , subordinate subjects ","jim brown treat his women like they dumb, gullible, lowkey, and under him.",8.513012360883545,1,1,1,1,1
point at things that explode into flame ,point at stuff that blow up into fire.,11.339582221952005,0,1,1,1,1
jolts the laughs from the audience ,shock de laughs outta de audience,9.652434877402245,1,1,1,1,1
heralds something special ,mean somethin' special,27.516060407455225,0,0,1,1,1
has n't escaped the rut dug by the last one ,ain't got out the rut the last one dug,20.90067144241745,0,0,1,1,1
a perfect performance ,a perfect performance,100.00000000000004,0,0,0,0,0
"this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative ","this cinema verite speculation on the assassination of john f. kennedy mighta been inspired by blair witch, but it take its techniques into such fresh territory that the film never feel derivative",76.1885133263202,0,0,0,0,0
an unsuccessful attempt at a movie ,ain't do too good tryna make a movie,11.044795567078939,0,1,1,1,1
sometimes confusing ,sometimes it be confusing,18.99589214128981,0,1,1,1,1
superlative ,i ain't find the sentence you want translated.,0.0,1,1,1,1,1
buy the soundtrack ,cop the soundtrack,55.03212081491043,0,0,0,0,1
"'s sharply comic and surprisingly touching , ","it's real funny and kinda touching, for real.",9.287528999566801,1,1,1,1,1
a soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of b-movie imagination . ,a soap-opera quality twist in the last 20 minutes ... almost messed up what be otherwise a lush work of b-movie imagination.,61.542533977915866,0,0,0,0,1
to change hackneyed concepts when it comes to dreaming up romantic comedies ,to switch up played out ideas when it come to thinkin' up romantic comedies,14.458924666162856,0,1,1,1,1
the folly of superficiality that is itself ,the foolishness of bein' all surface n' that,7.267884212102741,1,1,1,1,1
lumbering load ,heavy load,49.99999999999999,0,0,0,1,1
a 95-minute commercial for nba properties ,a 95-minute commercial for nba properties,100.00000000000004,0,0,0,0,0
though many of these guys are less than adorable ,though a lotta these dudes ain't all that cute,5.669791110976001,1,1,1,1,1
peels layers from this character that may well not have existed on paper . ,peel layers off this character that might not even be there in the script.,11.633270842295033,0,1,1,1,1
is deadly dull ,be dead boring,0.0,1,1,1,1,1
inferior ,worse,0.0,1,1,1,1,1
big-hearted and frequently ,big-hearted and be doin' a lot,16.233395773754953,0,1,1,1,1
striking deep chords of sadness ,hittin' deep sad feels,12.44023474812678,0,1,1,1,1
laughs aplenty ,lotsa laughs,49.99999999999999,0,0,0,1,1
"loud , ugly , irritating movie ","loud, ugly, irritatin' movie",53.7284965911771,0,0,0,0,1
is impressive for the sights and sounds of the wondrous beats the world has to offer ,be impressive for the sights and sounds of them wondrous beats the world got to offer,56.81096832337496,0,0,0,0,1
the scorpion king more than ably ,the scorpion king more than ably,100.00000000000004,0,0,0,0,0
make a pretty good team ,we make a pretty good team.,61.47881529512643,0,0,0,0,1
"lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run ","lags bad in the middle and switch up 'tween not-that-funny comedy, unconvincing drama and some last-minute action lookin' a lot like run lola run",27.748702735605818,0,0,1,1,1
"does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history . ","do a great combo serve as narrator, jewish grandma, and subject -- takin' us through a movie that's part biography, part entertainment, and part history.",36.23622950304331,0,0,0,1,1
"bill plympton , the animation master ","bill plympton, the animation master",100.00000000000004,0,0,0,0,0
impossible task ,can't do task,27.516060407455225,0,0,1,1,1
that in a good way ,dat in a good way,66.87403049764218,0,0,0,0,1
a watch that makes time go faster rather than ,a watch that make time go faster instead of,29.84745896009822,0,0,1,1,1
very best pictures ,bestest pictures,30.326532985631665,0,0,0,1,1
lack their idol 's energy and passion for detail ,ain't got they idol's energy and passion for detail,44.63236137853326,0,0,0,1,1
and church meetings ,an' church meetin's,27.516060407455225,0,0,1,1,1
"than in creating an emotionally complex , dramatically satisfying heroine ","than in makin' a emotionally complex, dramatically satisfyin' heroine",32.46679154750989,0,0,0,1,1
compassionate ,translation goes here: compassionate ain't directly translatable into a single word in aave; context needed for an equivalent expression.,1.727223799216787,1,1,1,1,1
will find in these characters ' foibles a timeless and unique perspective ,gon' find in these characters' foibles a timeless and unique perspective,53.66551979187755,0,0,0,0,1
"hugely entertaining from start to finish , featuring a fall from grace that still leaves shockwaves ","real entertaining from start to finish, got a fall from grace that still leavin' shockwaves",61.47881529512643,0,0,0,0,1
an ebullient affection ,a bubbly love,0.0,1,1,1,1,1
somehow snagged an oscar nomination ,somehow got an oscar nom,23.643540225079384,0,0,1,1,1
manages to show the gentle and humane side of middle eastern world politics ,"manages to show the gentle and humane side of middle eastern world politics translates to:

show how gentle and humane middle eastern world politics be",46.76449106256525,0,0,0,1,1
` realistic ' ,translation goes here,0.0,1,1,1,1,1
nicely done ,good job,0.0,1,1,1,1,1
a summer of good stuff ,a summer of good stuff,100.00000000000004,0,0,0,0,0
the satire is just too easy to be genuinely satisfying . ,the satire too easy to really satisfy.,18.594002123233256,0,1,1,1,1
sustains ,i ain't got the sentence you want translated. could you provide the full sentence?,0.0,1,1,1,1,1
neither is it as smart ,it ain't that smart neither,14.058533129758727,0,1,1,1,1
"fare , with enough creative energy and wit to entertain all ages ","fare, wit enough creative energy and wit to entertain errybody",57.66735394403278,0,0,0,0,1
the movie is powerful and provocative . ,the movie powerful and provocative.,51.15078115793242,0,0,0,0,1
"time literally stops on a dime in the tries-so-hard-to-be-cool `` clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life ","time literally stop on a dime in the tryna-be-cool `` clockstoppers , '' but that don't mean it ain't gon' feel like the longest 90 minutes of yo' movie-going life",50.13378534520054,0,0,0,0,1
sharp edges and a deep vein of sadness ,sharp edges and a deep vein of sadness,100.00000000000004,0,0,0,0,0
'n safe as to often play like a milquetoast movie of the week blown up for the big screen ,it safe as to often play like a milquetoast movie of the week blown up for the big screen,94.2615147681512,0,0,0,0,0
like to skip but film buffs should get to know ,like to skip but film buffs should get to know,100.00000000000004,0,0,0,0,0
narrative discipline ,story tellin' discipline,27.516060407455225,0,0,1,1,1
samuel l. jackson ,samuel l. jackson,100.00000000000004,0,0,0,0,0
is this films reason for being . ,is this why the film exist?,13.134549472120788,0,1,1,1,1
"the old saying goes , because it 's true ",dey say dat 'cause it's true,4.923026124015933,1,1,1,1,1
take any 12-year-old boy to see this picture ,take any 12-year-old boy to see this picture,100.00000000000004,0,0,0,0,0
aims for poetry and ends up sounding like satire ,tryna do poetry but end up soundin' like satire.,9.980099403873663,1,1,1,1,1
come close to the level of intelligence and visual splendor that can be seen in other films ,come close to the smarts and how good it look like in other movies,17.73464803015646,0,1,1,1,1
embracing than monty ,embracin' dat monty,27.516060407455225,0,0,1,1,1
is it hokey ,it corny?,27.516060407455225,0,0,1,1,1
as assaults on america 's knee-jerk moral sanctimony ,"as assaults on america's knee-jerk moral sanctimony translates to:

as attacks on america's automatic moral high ground",13.445273575332964,0,1,1,1,1
that 's hardly any fun to watch ,dat ain't hardly fun to watch.,26.269098944241588,0,0,1,1,1
get caught up in the thrill of the company 's astonishing growth ,get caught up in the thrill of the company's crazy growth,63.8194179668201,0,0,0,0,1
it 's on par with the first one ,it's just as good as the first one.,17.747405280050266,0,1,1,1,1
"is moody , oozing , chilling and heart-warming all at once ","be moody, oozing, chilling an' heart-warming all at once",58.77283725105324,0,0,0,0,1
"is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism ","it's a accuracy in how the director, frank novak, be observin' that keep the film grounded in some real social realism",32.21228724763657,0,0,0,1,1
"is in the right place , his plea for democracy and civic action laudable ","is in the right place, his plea for democracy and civic action commendable",91.93227152249175,0,0,0,0,0
above most of its ilk ,better than most of its kind,30.213753973567677,0,0,0,1,1
"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking . ","wit spy kids 2: the island of lost dreams, tho, robert rodriguez be dressin' up his family-film plot wit elegance and maturity that even most today's grown movies ain't got.",48.28106188828541,0,0,0,1,1
from kevin kline who unfortunately works with a two star script ,from kevin kline who sadly stuck workin' wit' a two star script,42.40125351805035,0,0,0,1,1
"change watching such a character , especially when rendered in as flat and ","change watchin' a character like dat, especially when it be all flat and",16.06455374563062,0,1,1,1,1
i do n't think so . ,ion think so.,36.06452879987789,0,0,0,1,1
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking ","fans of star trek ii: the wrath of khan gon' feel like they seen this before, and it ain't got the greatness of the best next generation episodes.",43.213502061621476,0,0,0,1,1
"is always a joy to watch , even when her material is not first-rate ","always a joy to watch, even when her material ain't first-rate",69.963138207288,0,0,0,0,1
"great to see this turd squashed under a truck , preferably a semi ","good to see this turd flattened by a truck, preferably a big one.",41.211837513230265,0,0,0,1,1
"bile , and irony ",translation goes here,0.0,1,1,1,1,1
"a faulty premise , ","a messed up assumption,",12.703318703865365,0,1,1,1,1
haphazardness ,translation goes here: all over the place,0.0,1,1,1,1,1
"the plot grows thin soon , ","the plot get thin soon,",37.99178428257963,0,0,0,1,1
beloved-major ,translation goes here: beloved-major,10.682175159905848,0,1,1,1,1
"by no means a great movie , but it is a refreshingly forthright one . ","ain't really a great movie, but it straight up refreshing.",33.770274591092324,0,0,0,1,1
crossing-over mumbo jumbo ,"translation goes here:
crossin'-over mumbo jumbo",13.134549472120788,0,1,1,1,1
virtually unwatchable ,can't even watch it,0.0,1,1,1,1,1
"its premise is smart , but ","its idea smart, but",34.98330125272253,0,0,0,1,1
"was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . ","was amused and entertained by how bielinsky’s clever scenario unfolded, and real impressed by the actors’ skills in the project.",20.34823102423181,0,0,1,1,1
who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent ,who dead set on copyin' bela lugosi's played out vampire accent,7.431878014503621,1,1,1,1,1
light-hearted ,light-hearted in aave remains light-hearted.,8.116697886877475,1,1,1,1,1
heavy with flabby rolls of typical toback machinations . ,heavy with flabby rolls of typical tobacco schemes.,61.04735835807847,0,0,0,0,1
to show us a good time ,to show us a good time in aave can be translated as to show us a good time.,24.941747177008256,0,0,1,1,1
"pitiful , slapdash disaster . ","messy, messed up disaster.",17.965205598154213,0,1,1,1,1
is one of the year 's best ,is one of the year's best,45.48019047027906,0,0,0,1,1
even witty ,even funny,49.99999999999999,0,0,0,1,1
a fierce dance ,a fierce dance,100.00000000000004,0,0,0,0,0
crippled ,"i'm sorry, i can't assist with that.",0.0,1,1,1,1,1
this piece of crap ,this piece of junk,59.460355750136046,0,0,0,0,1
... the lady and the duke surprisingly manages never to grow boring ... which proves that rohmer still has a sense of his audience . ,... the lady and the duke surprisingly neva get boring ... which show that rohmer still know what his audience like.,46.40630300331436,0,0,0,1,1
"the most wondrous love story in years , it is a great film . ","the most wondrous love story in years, it a great film.",78.81929718099911,0,0,0,0,0
"its story about a young chinese woman , ah na , who has come to new york city to replace past tragedy with the american dream ","its story bout a young chinese woman, ah na, who done come to new york city to swap out past tragedy fo' the american dream",55.64828041879245,0,0,0,0,1
particularly impressive ,real dope,0.0,1,1,1,1,1
in the process comes out looking like something wholly original ,in the process come out lookin' like somethin' totally original,18.575057999133595,0,1,1,1,1
submerging ,going under,0.0,1,1,1,1,1
nearly as fresh or enjoyable ,nearly as fresh or enjoyable,100.00000000000004,0,0,0,0,0
miserable and smug ,miserable and smug,100.00000000000004,0,0,0,0,0
my great pleasure ,my great pleasure,100.00000000000004,0,0,0,0,0
"it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense . ","it all go down like you expect, and them adventures that happen along the way just feel the same over and over, like they just there to kill time, ain't giving no real sense of suspense.",27.80183690846533,0,0,1,1,1
"fascinating , dark thriller ","fascinatin', dark thriller",59.460355750136046,0,0,0,0,1
"more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films . ","more of the same from taiwanese auteur tsai ming-liang, which is good news to anyone who done fell under the sweet, melancholy spell of this unique director's previous films.",77.17077480288074,0,0,0,0,0
down the reality drain ,down the reality drain,100.00000000000004,0,0,0,0,0
"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers . ","the only way to deal with this bland, straight up clueless movie might be with a whole lot of painkillers.",28.261688976967957,0,0,1,1,1
a historic scandal ,a big ol' scandal,18.99589214128981,0,1,1,1,1
"that 's steeped in mystery and a ravishing , baroque beauty ","dat's deep in mystery and a ravishing, baroque beauty",68.752775993657,0,0,0,0,1
cool stuff packed into espn 's ultimate x. ,cool stuff packed into espn's ultimate x.,44.12484512922978,0,0,0,1,1
"idea ( of middle-aged romance ) is not handled well and , except for the fine star performances ","idea (of middle-aged romance) ain't handled well and, 'cept for the fine star performances",60.558175509559135,0,0,0,0,1
their lamentations are pretty much self-centered ,dey lamentin' mostly 'bout deyself.,0.0,1,1,1,1,1
"a pretty decent kid-pleasing , ",a pretty decent kid-pleasing,77.88007830714052,0,0,0,0,0
of classic romantic comedy to which it aspires ,of classic romantic comedy it tryna be like,36.55552228545123,0,0,0,1,1
", bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ","bigelow show out with her wide vision and how she be payin' attention to the details, pushin' her up to the top ranks in the directing game.",5.1865993690957275,1,1,1,1,1
"is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music ","is the refreshingly unhibited enthusiasm that the folks, despite the clear poverty and hardship, bring to they music",49.476665153885584,0,0,0,1,1
give a pretty good overall picture of the situation in laramie following the murder of matthew shepard ,give a pretty good overall picture of what's goin' on in laramie after matthew shepard got killed,41.896825433302276,0,0,0,1,1
the fine line between cheese and earnestness remarkably well ,the fine line between cheese and earnestness remarkably well,100.00000000000004,0,0,0,0,0
serious movie-goers embarking upon this journey ,serious movie-goers gettin' into this journey,22.957488466614336,0,0,1,1,1
insistent and repetitive ,keep on repeatin' and pressin',10.682175159905848,0,1,1,1,1
nausea ,i'm feelin' sick.,0.0,1,1,1,1,1
of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ,of survival wrapped up in the heart-pounding suspense of a stylish psychological thriller,76.11606003349888,0,0,0,0,0
no art ,ain't no art,55.03212081491043,0,0,0,0,1
seems to exist only for its climactic setpiece ,seem like it only there for its big finale,10.552670315936318,0,1,1,1,1
more silly than scary ,more silly than scary,100.00000000000004,0,0,0,0,0
's funny . ,dat's funny.,55.03212081491043,0,0,0,0,1
its execution and skill ,its execution and skill,100.00000000000004,0,0,0,0,0
"'s coherent , well shot , and tartly ","it's coherent, well shot, and tartly.",72.59795291154772,0,0,0,0,0
you wish you were at home watching that movie instead of in the theater watching this one ,you wish you was at home watching that movie instead of in the theater watching this one,82.82477531331043,0,0,0,0,0
's no point in extracting the bare bones of byatt 's plot for purposes of bland hollywood romance ,ain't no point in strippin' down byatt's plot just for some basic hollywood romance.,10.954749601576006,0,1,1,1,1
underdeveloped ,underdeveloped,100.00000000000004,0,0,0,0,0
the jokes are flat ,them jokes ain't hittin',15.97357760615681,0,1,1,1,1
a heartening tale of small victories ,a heartwarming story 'bout small wins,9.652434877402245,1,1,1,1,1
